Year,Month,Day,Data logger,Date,Toul
2010,7,28,Hobo,2010/7/28,22.57541667
2010,7,29,Hobo,2010/7/29,20.25708333
2010,7,30,Hobo,2010/7/30,20.01929167
2010,7,31,Hobo,2010/7/31,22.95241667
2010,8,1,Hobo,2010/8/1,19.226
2010,8,2,Hobo,2010/8/2,18.83429167
2010,8,3,Hobo,2010/8/3,20.10879167
2010,8,4,Hobo,2010/8/4,18.80945833
2010,8,5,Hobo,2010/8/5,18.04645833
2010,8,6,Hobo,2010/8/6,17.60195833
2010,8,7,Hobo,2010/8/7,21.57745833
2010,8,8,Hobo,2010/8/8,20.809125
2010,8,9,Hobo,2010/8/9,17.93725
2010,8,10,Hobo,2010/8/10,19.15908333
2010,8,11,Hobo,2010/8/11,19.58304167
2010,8,12,Hobo,2010/8/12,18.5115
2010,8,13,Hobo,2010/8/13,17.45445833
2010,8,14,Hobo,2010/8/14,16.76870833
2010,8,15,Hobo,2010/8/15,16.17475
2010,8,16,Hobo,2010/8/16,17.61545833
2010,8,17,Hobo,2010/8/17,18.68629167
2010,8,18,Hobo,2010/8/18,18.489375
2010,8,19,Hobo,2010/8/19,21.935375
2010,8,20,Hobo,2010/8/20,23.97154167
2010,8,21,Hobo,2010/8/21,25.26170833
2010,8,22,Hobo,2010/8/22,26.1115
2010,8,23,Hobo,2010/8/23,23.155125
2010,8,24,Hobo,2010/8/24,20.14379167
2010,8,25,Hobo,2010/8/25,22.05616667
2010,8,26,Hobo,2010/8/26,25.863125
2010,8,27,Hobo,2010/8/27,22.26979167
2010,8,28,Hobo,2010/8/28,19.56841667
2010,8,29,Hobo,2010/8/29,16.964125
2010,8,30,Hobo,2010/8/30,16.60316667
2010,8,31,Hobo,2010/8/31,17.0025
2010,9,1,Hobo,2010/9/1,19.31829167
2010,9,2,Hobo,2010/9/2,21.56975
2010,9,3,Hobo,2010/9/3,19.55816667
2010,9,4,Hobo,2010/9/4,17.474
2010,9,5,Hobo,2010/9/5,20.79425
2010,9,6,Hobo,2010/9/6,21.537125
2010,9,7,Hobo,2010/9/7,18.39229167
2010,9,8,Hobo,2010/9/8,17.63033333
2010,9,9,Hobo,2010/9/9,17.530625
2010,9,10,Hobo,2010/9/10,17.10345833
2010,9,11,Hobo,2010/9/11,18.55504167
2010,9,12,Hobo,2010/9/12,17.89629167
2010,9,13,Hobo,2010/9/13,16.21875
2010,9,14,Hobo,2010/9/14,16.70179167
2010,9,15,Hobo,2010/9/15,18.28291667
2010,9,16,Hobo,2010/9/16,16.24454167
2010,9,17,Hobo,2010/9/17,15.79754167
2010,9,18,Hobo,2010/9/18,14.78720833
2010,9,19,Hobo,2010/9/19,11.85804167
2010,9,20,Hobo,2010/9/20,15.07666667
2010,9,21,Hobo,2010/9/21,20.09654167
2010,9,22,Hobo,2010/9/22,19.419875
2010,9,23,Hobo,2010/9/23,19.17445833
2010,9,24,Hobo,2010/9/24,16.198625
2010,9,25,Hobo,2010/9/25,14.2305
2010,9,26,Hobo,2010/9/26,10.87575
2010,9,27,Hobo,2010/9/27,10.42308333
2010,9,28,Hobo,2010/9/28,10.80825
2010,9,29,Hobo,2010/9/29,13.01429167
2010,9,30,Hobo,2010/9/30,14.264125
2010,10,1,Hobo,2010/10/1,15.39891667
2010,10,2,Hobo,2010/10/2,18.7875
2010,10,3,Hobo,2010/10/3,19.94054167
2010,10,4,Hobo,2010/10/4,15.35154167
2010,10,5,Hobo,2010/10/5,16.78320833
2010,10,6,Hobo,2010/10/6,18.023875
2010,10,7,Hobo,2010/10/7,18.69133333
2010,10,8,Hobo,2010/10/8,20.396625
2010,10,9,Hobo,2010/10/9,20.07858333
2010,10,10,Hobo,2010/10/10,16.76241667
2010,10,11,Hobo,2010/10/11,17.473625
2010,10,12,Hobo,2010/10/12,16.92020833
2010,10,13,Hobo,2010/10/13,12.16875
2010,10,14,Hobo,2010/10/14,8.833625
2010,10,15,Hobo,2010/10/15,7.237458333
2010,10,16,Hobo,2010/10/16,8.023958333
2010,10,17,Hobo,2010/10/17,7.455583333
2010,10,18,Hobo,2010/10/18,4.949166667
2010,10,19,Hobo,2010/10/19,10.70358333
2010,10,20,Hobo,2010/10/20,10.78058333
2010,10,21,Hobo,2010/10/21,6.312291667
2010,10,22,Hobo,2010/10/22,7.705166667
2010,10,23,Hobo,2010/10/23,12.283625
2010,10,24,Hobo,2010/10/24,9.54675
2010,10,25,Hobo,2010/10/25,7.198708333
2010,10,26,Hobo,2010/10/26,4.707208333
2010,10,27,Hobo,2010/10/27,6.975333333
2010,10,28,Hobo,2010/10/28,10.29708333
2010,10,29,Hobo,2010/10/29,12.99095833
2010,10,30,Hobo,2010/10/30,13.072375
2010,10,31,Hobo,2010/10/31,11.63654167
2010,11,1,Hobo,2010/11/1,10.71275
2010,11,2,Hobo,2010/11/2,12.56966667
2010,11,3,Hobo,2010/11/3,15.23741667
2010,11,4,Hobo,2010/11/4,16.02245833
2010,11,5,Hobo,2010/11/5,14.88058333
2010,11,6,Hobo,2010/11/6,14.06829167
2010,11,7,Hobo,2010/11/7,9.004708333
2010,11,8,Hobo,2010/11/8,8.750041667
2010,11,9,Hobo,2010/11/9,9.679208333
2010,11,10,Hobo,2010/11/10,8.406708333
2010,11,11,Hobo,2010/11/11,9.9065
2010,11,12,Hobo,2010/11/12,13.96695833
2010,11,13,Hobo,2010/11/13,11.93595833
2010,11,14,Hobo,2010/11/14,10.85129167
2010,11,15,Hobo,2010/11/15,9.50175
2010,11,16,Hobo,2010/11/16,7.24875
2010,11,17,Hobo,2010/11/17,6.321125
2010,11,18,Hobo,2010/11/18,8.379416667
2010,11,19,Hobo,2010/11/19,8.319541667
2010,11,20,Hobo,2010/11/20,9.802875
2010,11,21,Hobo,2010/11/21,9.440291667
2010,11,22,Hobo,2010/11/22,7.711791667
2010,11,23,Hobo,2010/11/23,5.014666667
2010,11,24,Hobo,2010/11/24,2.072208333
2010,11,25,Hobo,2010/11/25,4.913166667
2010,11,26,Hobo,2010/11/26,3.346875
2010,11,27,Hobo,2010/11/27,4.734416667
2010,11,28,Hobo,2010/11/28,3.173416667
2010,11,29,Hobo,2010/11/29,2.855375
2010,11,30,Hobo,2010/11/30,2.866833333
2010,12,1,Hobo,2010/12/1,0.423666667
2010,12,2,Hobo,2010/12/2,0.825875
2010,12,3,Hobo,2010/12/3,0.819708333
2010,12,4,Hobo,2010/12/4,2.933583333
2010,12,5,Hobo,2010/12/5,5.694625
2010,12,6,Hobo,2010/12/6,11.32916667
2010,12,7,Hobo,2010/12/7,12.08708333
2010,12,8,Hobo,2010/12/8,12.859
2010,12,9,Hobo,2010/12/9,3.421041667
2010,12,10,Hobo,2010/12/10,0.401333333
2010,12,11,Hobo,2010/12/11,0.757166667
2010,12,12,Hobo,2010/12/12,0.308666667
2010,12,13,Hobo,2010/12/13,1.121208333
2010,12,14,Hobo,2010/12/14,-0.846208333
2010,12,15,Hobo,2010/12/15,-3.272541667
2010,12,16,Hobo,2010/12/16,0.21225
2010,12,17,Hobo,2010/12/17,2.653666667
2010,12,18,Hobo,2010/12/18,3.011125
2010,12,19,Hobo,2010/12/19,6.038833333
2010,12,20,Hobo,2010/12/20,7.640375
2010,12,21,Hobo,2010/12/21,6.5665
2010,12,22,Hobo,2010/12/22,8.2065
2010,12,23,Hobo,2010/12/23,4.364791667
2010,12,24,Hobo,2010/12/24,1.931208333
2010,12,25,Hobo,2010/12/25,0.344666667
2010,12,26,Hobo,2010/12/26,-2.214208333
2010,12,27,Hobo,2010/12/27,0.794833333
2010,12,28,Hobo,2010/12/28,5.0345
2010,12,29,Hobo,2010/12/29,6.592416667
2010,12,30,Hobo,2010/12/30,8.251041667
2010,12,31,Hobo,2010/12/31,7.3655
2011,1,1,Hobo,2011/1/1,NA
2011,1,2,Hobo,2011/1/2,NA
2011,1,3,Hobo,2011/1/3,NA
2011,1,4,Hobo,2011/1/4,NA
2011,1,5,Hobo,2011/1/5,NA
2011,1,6,Hobo,2011/1/6,NA
2011,1,7,Hobo,2011/1/7,NA
2011,1,8,Hobo,2011/1/8,NA
2011,1,9,Hobo,2011/1/9,NA
2011,1,10,Hobo,2011/1/10,NA
2011,1,11,Hobo,2011/1/11,NA
2011,1,12,Hobo,2011/1/12,NA
2011,1,13,Hobo,2011/1/13,10.77492857
2011,1,14,Hobo,2011/1/14,7.10375
2011,1,15,Hobo,2011/1/15,6.821958333
2011,1,16,Hobo,2011/1/16,6.974291667
2011,1,17,Hobo,2011/1/17,8.287916667
2011,1,18,Hobo,2011/1/18,7.558583333
2011,1,19,Hobo,2011/1/19,6.494166667
2011,1,20,Hobo,2011/1/20,2.177458333
2011,1,21,Hobo,2011/1/21,0.481125
2011,1,22,Hobo,2011/1/22,-0.811083333
2011,1,23,Hobo,2011/1/23,-0.030625
2011,1,24,Hobo,2011/1/24,0.498541667
2011,1,25,Hobo,2011/1/25,2.491583333
2011,1,26,Hobo,2011/1/26,3.167833333
2011,1,27,Hobo,2011/1/27,4.710291667
2011,1,28,Hobo,2011/1/28,3.918333333
2011,1,29,Hobo,2011/1/29,4.674166667
2011,1,30,Hobo,2011/1/30,0.55325
2011,1,31,Hobo,2011/1/31,-0.283166667
2011,2,1,Hobo,2011/2/1,-0.27825
2011,2,2,Hobo,2011/2/2,1.927083333
2011,2,3,Hobo,2011/2/3,7.786791667
2011,2,4,Hobo,2011/2/4,9.572583333
2011,2,5,Hobo,2011/2/5,6.229041667
2011,2,6,Hobo,2011/2/6,3.964083333
2011,2,7,Hobo,2011/2/7,5.179
2011,2,8,Hobo,2011/2/8,4.493541667
2011,2,9,Hobo,2011/2/9,7.102666667
2011,2,10,Hobo,2011/2/10,7.543833333
2011,2,11,Hobo,2011/2/11,8.260833333
2011,2,12,Hobo,2011/2/12,5.742
2011,2,13,Hobo,2011/2/13,7.418416667
2011,2,14,Hobo,2011/2/14,7.4415
2011,2,15,Hobo,2011/2/15,8.468875
2011,2,16,Hobo,2011/2/16,8.58375
2011,2,17,Hobo,2011/2/17,8.338791667
2011,2,18,Hobo,2011/2/18,8.830708333
2011,2,19,Hobo,2011/2/19,8.591791667
2011,2,20,Hobo,2011/2/20,8.766166667
2011,2,21,Hobo,2011/2/21,9.606583333
2011,2,22,Hobo,2011/2/22,8.928666667
2011,2,23,Hobo,2011/2/23,8.873958333
2011,2,24,Hobo,2011/2/24,10.90695833
2011,2,25,Hobo,2011/2/25,10.44245833
2011,2,26,Hobo,2011/2/26,9.265583333
2011,2,27,Hobo,2011/2/27,7.450041667
2011,2,28,Hobo,2011/2/28,6.913958333
2011,3,1,Hobo,2011/3/1,4.293041667
2011,3,2,Hobo,2011/3/2,5.357125
2011,3,3,Hobo,2011/3/3,3.259625
2011,3,4,Hobo,2011/3/4,5.381541667
2011,3,5,Hobo,2011/3/5,7.055291667
2011,3,6,Hobo,2011/3/6,5.875125
2011,3,7,Hobo,2011/3/7,7.404583333
2011,3,8,Hobo,2011/3/8,11.14066667
2011,3,9,Hobo,2011/3/9,9.760208333
2011,3,10,Hobo,2011/3/10,8.241333333
2011,3,11,Hobo,2011/3/11,8.679666667
2011,3,12,Hobo,2011/3/12,11.53504167
2011,3,13,Hobo,2011/3/13,9.635541667
2011,3,14,Hobo,2011/3/14,12.563
2011,3,15,Hobo,2011/3/15,13.53241667
2011,3,16,Hobo,2011/3/16,13.01820833
2011,3,17,Hobo,2011/3/17,10.63920833
2011,3,18,Hobo,2011/3/18,11.29279167
2011,3,19,Hobo,2011/3/19,11.84470833
2011,3,20,Hobo,2011/3/20,7.995625
2011,3,21,Hobo,2011/3/21,9.008333333
2011,3,22,Hobo,2011/3/22,9.609375
2011,3,23,Hobo,2011/3/23,11.05833333
2011,3,24,Hobo,2011/3/24,11.547
2011,3,25,Hobo,2011/3/25,13.49329167
2011,3,26,Hobo,2011/3/26,14.43308333
2011,3,27,Hobo,2011/3/27,13.52908333
2011,3,28,Hobo,2011/3/28,11.75879167
2011,3,29,Hobo,2011/3/29,12.38325
2011,3,30,Hobo,2011/3/30,12.259125
2011,3,31,Hobo,2011/3/31,13.38558333
2011,4,1,Hobo,2011/4/1,15.41079167
2011,4,2,Hobo,2011/4/2,17.29929167
2011,4,3,Hobo,2011/4/3,12.39454167
2011,4,4,Hobo,2011/4/4,12.39175
2011,4,5,Hobo,2011/4/5,12.55733333
2011,4,6,Hobo,2011/4/6,15.65370833
2011,4,7,Hobo,2011/4/7,18.08858333
2011,4,8,Hobo,2011/4/8,18.45508333
2011,4,9,Hobo,2011/4/9,18.106
2011,4,10,Hobo,2011/4/10,14.74754167
2011,4,11,Hobo,2011/4/11,14.22891667
2011,4,12,Hobo,2011/4/12,14.02166667
2011,4,13,Hobo,2011/4/13,10.88983333
2011,4,14,Hobo,2011/4/14,13.16679167
2011,4,15,Hobo,2011/4/15,13.01120833
2011,4,16,Hobo,2011/4/16,12.83025
2011,4,17,Hobo,2011/4/17,14.42045833
2011,4,18,Hobo,2011/4/18,18.14275
2011,4,19,Hobo,2011/4/19,16.02941667
2011,4,20,Hobo,2011/4/20,16.56595833
2011,4,21,Hobo,2011/4/21,18.31608333
2011,4,22,Hobo,2011/4/22,16.89979167
2011,4,23,Hobo,2011/4/23,15.25470833
2011,4,24,Hobo,2011/4/24,16.0135
2011,4,25,Hobo,2011/4/25,15.69379167
2011,4,26,Hobo,2011/4/26,17.85454167
2011,4,27,Hobo,2011/4/27,16.35491667
2011,4,28,Hobo,2011/4/28,14.89
2011,4,29,Hobo,2011/4/29,14.31775
2011,4,30,Hobo,2011/4/30,17.033625
2011,5,1,Hobo,2011/5/1,16.20983333
2011,5,2,Hobo,2011/5/2,17.00604167
2011,5,3,Hobo,2011/5/3,16.40325
2011,5,4,Hobo,2011/5/4,16.11366667
2011,5,5,Hobo,2011/5/5,17.48804167
2011,5,6,Hobo,2011/5/6,20.48633333
2011,5,7,Hobo,2011/5/7,17.44079167
2011,5,8,Hobo,2011/5/8,18.79970833
2011,5,9,Hobo,2011/5/9,19.979
2011,5,10,Hobo,2011/5/10,19.39529167
2011,5,11,Hobo,2011/5/11,20.63775
2011,5,12,Hobo,2011/5/12,18.65541667
2011,5,13,Hobo,2011/5/13,18.80183333
2011,5,14,Hobo,2011/5/14,15.432625
2011,5,15,Hobo,2011/5/15,13.65275
2011,5,16,Hobo,2011/5/16,15.81345833
2011,5,17,Hobo,2011/5/17,18.476875
2011,5,18,Hobo,2011/5/18,20.402875
2011,5,19,Hobo,2011/5/19,19.43375
2011,5,20,Hobo,2011/5/20,18.55425
2011,5,21,Hobo,2011/5/21,19.520125
2011,5,22,Hobo,2011/5/22,17.24925
2011,5,23,Hobo,2011/5/23,19.36456522
2011,5,24,Hobo,2011/5/24,18.68970833
2011,5,25,Hobo,2011/5/25,20.41183333
2011,5,26,Hobo,2011/5/26,16.96554167
2011,5,27,Hobo,2011/5/27,14.85754167
2011,5,28,Hobo,2011/5/28,15.72458333
2011,5,29,Hobo,2011/5/29,18.90033333
2011,5,30,Hobo,2011/5/30,21.350125
2011,5,31,Hobo,2011/5/31,15.76691667
2011,6,1,Hobo,2011/6/1,14.65125
2011,6,2,Hobo,2011/6/2,16.39095833
2011,6,3,Hobo,2011/6/3,19.54429167
2011,6,4,Hobo,2011/6/4,19.07433333
2011,6,5,Hobo,2011/6/5,20.20995833
2011,6,6,Hobo,2011/6/6,19.52929167
2011,6,7,Hobo,2011/6/7,15.91675
2011,6,8,Hobo,2011/6/8,15.672875
2011,6,9,Hobo,2011/6/9,16.29829167
2011,6,10,Hobo,2011/6/10,14.593625
2011,6,11,Hobo,2011/6/11,15.50354167
2011,6,12,Hobo,2011/6/12,16.98866667
2011,6,13,Hobo,2011/6/13,19.9455
2011,6,14,Hobo,2011/6/14,20.75716667
2011,6,15,Hobo,2011/6/15,21.7495
2011,6,16,Hobo,2011/6/16,18.52020833
2011,6,17,Hobo,2011/6/17,17.90733333
2011,6,18,Hobo,2011/6/18,17.01420833
2011,6,19,Hobo,2011/6/19,17.91879167
2011,6,20,Hobo,2011/6/20,20.282125
2011,6,21,Hobo,2011/6/21,21.86329167
2011,6,22,Hobo,2011/6/22,18.09083333
2011,6,23,Hobo,2011/6/23,16.95883333
2011,6,24,Hobo,2011/6/24,16.48654167
2011,6,25,Hobo,2011/6/25,20.76966667
2011,6,26,Hobo,2011/6/26,26.01679167
2011,6,27,Hobo,2011/6/27,28.48725
2011,6,28,Hobo,2011/6/28,20.414375
2011,6,29,Hobo,2011/6/29,18.27420833
2011,6,30,Hobo,2011/6/30,18.550625
2011,7,1,Hobo,2011/7/1,19.60658333
2011,7,2,Hobo,2011/7/2,20.58375
2011,7,3,Hobo,2011/7/3,21.53270833
2011,7,4,Hobo,2011/7/4,22.64195833
2011,7,5,Hobo,2011/7/5,21.72554167
2011,7,6,Hobo,2011/7/6,20.51041667
2011,7,7,Hobo,2011/7/7,17.69391667
2011,7,8,Hobo,2011/7/8,20.52358333
2011,7,9,Hobo,2011/7/9,20.10991667
2011,7,10,Hobo,2011/7/10,21.026125
2011,7,11,Hobo,2011/7/11,23.729125
2011,7,12,Hobo,2011/7/12,21.856
2011,7,13,Hobo,2011/7/13,18.99283333
2011,7,14,Hobo,2011/7/14,18.78966667
2011,7,15,Hobo,2011/7/15,19.2325
2011,7,16,Hobo,2011/7/16,19.43845833
2011,7,17,Hobo,2011/7/17,17.75466667
2011,7,18,Hobo,2011/7/18,16.871375
2011,7,19,Hobo,2011/7/19,16.25075
2011,7,20,Hobo,2011/7/20,17.09945833
2011,7,21,Hobo,2011/7/21,17.36495833
2011,7,22,Hobo,2011/7/22,17.04604167
2011,7,23,Hobo,2011/7/23,16.57120833
2011,7,24,Hobo,2011/7/24,16.5415
2011,7,25,Hobo,2011/7/25,18.46745833
2011,7,26,Hobo,2011/7/26,19.06016667
2011,7,27,Hobo,2011/7/27,19.8835
2011,7,28,Hobo,2011/7/28,19.830375
2011,7,29,Hobo,2011/7/29,20.18095833
2011,7,30,Hobo,2011/7/30,21.07479167
2011,7,31,Hobo,2011/7/31,20.61983333
2011,8,1,Hobo,2011/8/1,21.411375
2011,8,2,Hobo,2011/8/2,21.261875
2011,8,3,Hobo,2011/8/3,21.433625
2011,8,4,Hobo,2011/8/4,21.06929167
2011,8,5,Hobo,2011/8/5,21.193375
2011,8,6,Hobo,2011/8/6,21.94825
2011,8,7,Hobo,2011/8/7,19.46
2011,8,8,Hobo,2011/8/8,18.4085
2011,8,9,Hobo,2011/8/9,16.771625
2011,8,10,Hobo,2011/8/10,18.32608333
2011,8,11,Hobo,2011/8/11,20.1965
2011,8,12,Hobo,2011/8/12,20.49795833
2011,8,13,Hobo,2011/8/13,22.26791667
2011,8,14,Hobo,2011/8/14,20.63679167
2011,8,15,Hobo,2011/8/15,22.55454167
2011,8,16,Hobo,2011/8/16,22.366
2011,8,17,Hobo,2011/8/17,23.58141667
2011,8,18,Hobo,2011/8/18,21.39675
2011,8,19,Hobo,2011/8/19,22.83104167
2011,8,20,Hobo,2011/8/20,26.00383333
2011,8,21,Hobo,2011/8/21,27.91970833
2011,8,22,Hobo,2011/8/22,24.08408333
2011,8,23,Hobo,2011/8/23,23.01195833
2011,8,24,Hobo,2011/8/24,18.51091667
2011,8,25,Hobo,2011/8/25,21.84829167
2011,8,26,Hobo,2011/8/26,17.53045833
2011,8,27,Hobo,2011/8/27,17.13445833
2011,8,28,Hobo,2011/8/28,16.5695
2011,8,29,Hobo,2011/8/29,18.60575
2011,8,30,Hobo,2011/8/30,19.90133333
2011,8,31,Hobo,2011/8/31,20.84675
2011,9,1,Hobo,2011/9/1,22.57683333
2011,9,2,Hobo,2011/9/2,23.67104167
2011,9,3,Hobo,2011/9/3,20.509125
2011,9,4,Hobo,2011/9/4,19.07575
2011,9,5,Hobo,2011/9/5,17.62229167
2011,9,6,Hobo,2011/9/6,17.30145833
2011,9,7,Hobo,2011/9/7,18.29266667
2011,9,8,Hobo,2011/9/8,21.12770833
2011,9,9,Hobo,2011/9/9,22.073
2011,9,10,Hobo,2011/9/10,23.14816667
2011,9,11,Hobo,2011/9/11,19.48620833
2011,9,12,Hobo,2011/9/12,20.26954167
2011,9,13,Hobo,2011/9/13,19.89233333
2011,9,14,Hobo,2011/9/14,19.012125
2011,9,15,Hobo,2011/9/15,19.62004167
2011,9,16,Hobo,2011/9/16,21.534875
2011,9,17,Hobo,2011/9/17,17.60858333
2011,9,18,Hobo,2011/9/18,15.78016667
2011,9,19,Hobo,2011/9/19,14.590875
2011,9,20,Hobo,2011/9/20,15.21495833
2011,9,21,Hobo,2011/9/21,15.93179167
2011,9,22,Hobo,2011/9/22,16.47970833
2011,9,23,Hobo,2011/9/23,16.52504167
2011,9,24,Hobo,2011/9/24,16.92254167
2011,9,25,Hobo,2011/9/25,18.17570833
2011,9,26,Hobo,2011/9/26,18.565125
2011,9,27,Hobo,2011/9/27,18.56525
2011,9,28,Hobo,2011/9/28,20.25429167
2011,9,29,Hobo,2011/9/29,19.25575
2011,9,30,Hobo,2011/9/30,18.77691667
2011,10,1,Hobo,2011/10/1,17.87204167
2011,10,2,Hobo,2011/10/2,16.83679167
2011,10,3,Hobo,2011/10/3,16.36041667
2011,10,4,Hobo,2011/10/4,16.078875
2011,10,5,Hobo,2011/10/5,16.478
2011,10,6,Hobo,2011/10/6,15.2615
2011,10,7,Hobo,2011/10/7,13.10333333
2011,10,8,Hobo,2011/10/8,10.88166667
2011,10,9,Hobo,2011/10/9,15.39720833
2011,10,10,Hobo,2011/10/10,16.52945833
2011,10,11,Hobo,2011/10/11,14.06533333
2011,10,12,Hobo,2011/10/12,12.59083333
2011,10,13,Hobo,2011/10/13,13.50566667
2011,10,14,Hobo,2011/10/14,12.69291667
2011,10,15,Hobo,2011/10/15,13.533375
2011,10,16,Hobo,2011/10/16,14.415875
2011,10,17,Hobo,2011/10/17,13.44991667
2011,10,18,Hobo,2011/10/18,14.58766667
2011,10,19,Hobo,2011/10/19,11.93429167
2011,10,20,Hobo,2011/10/20,7.057333333
2011,10,21,Hobo,2011/10/21,6.161041667
2011,10,22,Hobo,2011/10/22,10.5405
2011,10,23,Hobo,2011/10/23,15.32516667
2011,10,24,Hobo,2011/10/24,14.502375
2011,10,25,Hobo,2011/10/25,10.53370833
2011,10,26,Hobo,2011/10/26,12.45579167
2011,10,27,Hobo,2011/10/27,14.383
2011,10,28,Hobo,2011/10/28,15.10066667
2011,10,29,Hobo,2011/10/29,15.52404167
2011,10,30,Hobo,2011/10/30,13.19883333
2011,10,31,Hobo,2011/10/31,13.75345833
2011,11,1,Hobo,2011/11/1,14.83054167
2011,11,2,Hobo,2011/11/2,16.35045833
2011,11,3,Hobo,2011/11/3,14.92875
2011,11,4,Hobo,2011/11/4,12.20329167
2011,11,5,Hobo,2011/11/5,12.70004167
2011,11,6,Hobo,2011/11/6,13.40045833
2011,11,7,Hobo,2011/11/7,13.00295833
2011,11,8,Hobo,2011/11/8,12.55225
2011,11,9,Hobo,2011/11/9,12.87266667
2011,11,10,Hobo,2011/11/10,14.12479167
2011,11,11,Hobo,2011/11/11,14.86654167
2011,11,12,Hobo,2011/11/12,15.52791667
2011,11,13,Hobo,2011/11/13,15.21925
2011,11,14,Hobo,2011/11/14,14.72308333
2011,11,15,Hobo,2011/11/15,13.19629167
2011,11,16,Hobo,2011/11/16,12.61633333
2011,11,17,Hobo,2011/11/17,9.100291667
2011,11,18,Hobo,2011/11/18,11.04025
2011,11,19,Hobo,2011/11/19,11.68075
2011,11,20,Hobo,2011/11/20,11.634625
2011,11,21,Hobo,2011/11/21,10.99233333
2011,11,22,Hobo,2011/11/22,11.50070833
2011,11,23,Hobo,2011/11/23,10.22533333
2011,11,24,Hobo,2011/11/24,6.063958333
2011,11,25,Hobo,2011/11/25,5.382541667
2011,11,26,Hobo,2011/11/26,6.801833333
2011,11,27,Hobo,2011/11/27,8.973583333
2011,11,28,Hobo,2011/11/28,9.115458333
2011,11,29,Hobo,2011/11/29,9.112708333
2011,11,30,Hobo,2011/11/30,11.57345833
2011,12,1,Hobo,2011/12/1,10.41775
2011,12,2,Hobo,2011/12/2,8.490708333
2011,12,3,Hobo,2011/12/3,8.717375
2011,12,4,Hobo,2011/12/4,12.59995833
2011,12,5,Hobo,2011/12/5,11.20983333
2011,12,6,Hobo,2011/12/6,10.14458333
2011,12,7,Hobo,2011/12/7,11.97741667
2011,12,8,Hobo,2011/12/8,12.15583333
2011,12,9,Hobo,2011/12/9,11.80445833
2011,12,10,Hobo,2011/12/10,10.62220833
2011,12,11,Hobo,2011/12/11,9.618875
2011,12,12,Hobo,2011/12/12,10.20620833
2011,12,13,Hobo,2011/12/13,10.39983333
2011,12,14,Hobo,2011/12/14,10.3805
2011,12,15,Hobo,2011/12/15,10.23470833
2011,12,16,Hobo,2011/12/16,11.18841667
2011,12,17,Hobo,2011/12/17,6.619333333
2011,12,18,Hobo,2011/12/18,2.831958333
2011,12,19,Hobo,2011/12/19,5.987875
2011,12,20,Hobo,2011/12/20,10.86579167
2011,12,21,Hobo,2011/12/21,11.71825
2011,12,22,Hobo,2011/12/22,10.532
2011,12,23,Hobo,2011/12/23,6.42825
2011,12,24,Hobo,2011/12/24,4.591
2011,12,25,Hobo,2011/12/25,1.621375
2011,12,26,Hobo,2011/12/26,1.822958333
2011,12,27,Hobo,2011/12/27,2.530416667
2011,12,28,Hobo,2011/12/28,4.66925
2011,12,29,Hobo,2011/12/29,5.154458333
2011,12,30,Hobo,2011/12/30,8.981791667
2011,12,31,Hobo,2011/12/31,12.82375
2012,1,1,Hobo,2012/1/1,12.46733333
2012,1,2,Hobo,2012/1/2,9.369083333
2012,1,3,Hobo,2012/1/3,9.823708333
2012,1,4,Hobo,2012/1/4,10.60841667
2012,1,5,Hobo,2012/1/5,11.41845833
2012,1,6,Hobo,2012/1/6,7.424833333
2012,1,7,Hobo,2012/1/7,8.286708333
2012,1,8,Hobo,2012/1/8,9.478041667
2012,1,9,Hobo,2012/1/9,7.013291667
2012,1,10,Hobo,2012/1/10,3.810666667
2012,1,11,Hobo,2012/1/11,1.120541667
2012,1,12,Hobo,2012/1/12,1.109666667
2012,1,13,Hobo,2012/1/13,2.463208333
2012,1,14,Hobo,2012/1/14,4.089583333
2012,1,15,Hobo,2012/1/15,2.11025
2012,1,16,Hobo,2012/1/16,-0.610208333
2012,1,17,Hobo,2012/1/17,2.161458333
2012,1,18,Hobo,2012/1/18,5.715083333
2012,1,19,Hobo,2012/1/19,9.754958333
2012,1,20,Hobo,2012/1/20,11.37370833
2012,1,21,Hobo,2012/1/21,11.01179167
2012,1,22,Hobo,2012/1/22,10.89654167
2012,1,23,Hobo,2012/1/23,9.4665
2012,1,24,Hobo,2012/1/24,8.265541667
2012,1,25,Hobo,2012/1/25,7.904833333
2012,1,26,Hobo,2012/1/26,6.915166667
2012,1,27,Hobo,2012/1/27,6.389666667
2012,1,28,Hobo,2012/1/28,3.624875
2012,1,29,Hobo,2012/1/29,3.426375
2012,1,30,Hobo,2012/1/30,3.021666667
2012,1,31,Hobo,2012/1/31,3.986958333
2012,2,1,Hobo,2012/2/1,0.609833333
2012,2,2,Hobo,2012/2/2,-1.981958333
2012,2,3,Hobo,2012/2/3,-2.863708333
2012,2,4,Hobo,2012/2/4,-1.765375
2012,2,5,Hobo,2012/2/5,-1.970041667
2012,2,6,Hobo,2012/2/6,-1.839416667
2012,2,7,Hobo,2012/2/7,-2.973375
2012,2,8,Hobo,2012/2/8,-6.840458333
2012,2,9,Hobo,2012/2/9,-6.437833333
2012,2,10,Hobo,2012/2/10,-3.913166667
2012,2,11,Hobo,2012/2/11,-4.629833333
2012,2,12,Hobo,2012/2/12,-4.716166667
2012,2,13,Hobo,2012/2/13,-0.141916667
2012,2,14,Hobo,2012/2/14,3.266041667
