Dispositif,Year,SiteName,Valley,Prove,BlockCG,ID,Mother,LU,LC,GS,Elevation
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q20-5 B4,L8fam20,110.5,NA,NA,800
Toulenne,2011,Ibos,Luz,L3,5_Toulenne,L3Q19-6 B4,L3fam19,103.5,NA,NA,300
Toulenne,2011,Ibos,Luz,L3,5_Toulenne,L3Q19-5 B4,L3fam19,103.5,NA,NA,300
Toulenne,2011,Ibos,Luz,L3,5_Toulenne,L3Q19-4 B4,L3fam19,107,NA,NA,300
Toulenne,2011,Josbaig,Ossau,O1,5_Toulenne,O1Q19-1 B4,O1fam19,103.5,NA,NA,100
Toulenne,2011,Josbaig,Ossau,O1,5_Toulenne,O1Q19-3 B3,O1fam19,103.5,NA,NA,100
Toulenne,2011,Gedre_bas,Luz,L12,5_Toulenne,L12Q32-4 B4,L12fam32,110.5,NA,NA,1200
Toulenne,2011,Ibos,Luz,L3,5_Toulenne,L3Q13-1 B4,L3fam13,107,NA,NA,300
Toulenne,2011,Ibos,Luz,L3,5_Toulenne,L3Q13-2 B3,L3fam13,107,NA,NA,300
Toulenne,2011,Ibos,Luz,L3,5_Toulenne,L3Q13-1 B3,L3fam13,103.5,NA,NA,300
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q4-4 B4,L8fam4,110.5,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q4-3 B4,L8fam4,117.5,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q4-2 B4,L8fam4,110.5,NA,NA,800
Toulenne,2011,Gedre_bas,Luz,L12,5_Toulenne,L12Q20-3 B4,L12fam20,110.5,NA,NA,1200
Toulenne,2011,Gedre_bas,Luz,L12,5_Toulenne,L12Q20-2 B4,L12fam20,110.5,NA,NA,1200
Toulenne,2011,Gedre_bas,Luz,L12,5_Toulenne,L12Q20-1 B4,L12fam20,110.5,NA,NA,1200
Toulenne,2011,Gedre_bas,Luz,L12,5_Toulenne,L12Q20-6 B3,L12fam20,117.5,NA,NA,1200
Toulenne,2011,Ibos,Luz,L3,5_Toulenne,L3Q15-1 B3,L3fam15,103.5,NA,NA,300
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q17-6 B5,L16fam17,124.5,NA,NA,1600
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q17-7 B5,L16fam17,121,NA,NA,1600
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q17-8 B5,L16fam17,124.5,NA,NA,1600
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q17-9 B5,L16fam17,121,NA,NA,1600
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q17-10 B5,L16fam17,117.5,NA,NA,1600
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q17-11 B5,L16fam17,117.5,NA,NA,1600
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q17-12 B5,L16fam17,117.5,NA,NA,1600
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q17-13 B5,L16fam17,117.5,NA,NA,1600
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q17-14 B5,L16fam17,117.5,NA,NA,1600
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q17-15 B5,L16fam17,117.5,NA,NA,1600
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q17-16 B5,L16fam17,117.5,NA,NA,1600
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q17-17 B5,L16fam17,117.5,NA,NA,1600
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q17-18 B5,L16fam17,114,NA,NA,1600
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q17-19 B5,L16fam17,121,NA,NA,1600
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q17-20 B5,L16fam17,114,NA,NA,1600
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q17-21 B5,L16fam17,121,NA,NA,1600
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q17-22 B5,L16fam17,121,NA,NA,1600
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q2-2 B5,L8fam2,107,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q2-3 B5,L8fam2,110.5,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q2-4 B5,L8fam2,107,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q2-5 B5,L8fam2,107,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q2-6 B5,L8fam2,110.5,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q2-7 B5,L8fam2,107,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q2-8 B5,L8fam2,110.5,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q2-9 B5,L8fam2,114,NA,NA,800
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q31-1 B5,O12fam31,103.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q31-2 B5,O12fam31,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q31-3 B5,O12fam31,103.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q31-4 B5,O12fam31,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q31-5 B5,O12fam31,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q31-6 B5,O12fam31,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q31-7 B5,O12fam31,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q31-8 B5,O12fam31,114,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q31-9 B5,O12fam31,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q30-2 B5,O12fam30,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q30-3 B5,O12fam30,103.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q30-4 B5,O12fam30,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q30-6 B5,O12fam30,103.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q30-7 B5,O12fam30,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q30-8 B5,O12fam30,117.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q30-9 B5,O12fam30,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q30-11 B5,O12fam30,103.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q30-12 B5,O12fam30,103.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q30-13 B5,O12fam30,103.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q30-16 B5,O12fam30,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q30-17 B5,O12fam30,103.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q30-19 B5,O12fam30,107,NA,NA,1200
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q10-3 B5,L16fam10,110.5,NA,NA,1600
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q10-5 B5,L16fam10,121,NA,NA,1600
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q10-6 B5,L16fam10,107,NA,NA,1600
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q10-7 B5,L16fam10,107,NA,NA,1600
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q10-8 B5,L16fam10,114,NA,NA,1600
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q10-9 B5,L16fam10,107,NA,NA,1600
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q10-10 B5,L16fam10,107,NA,NA,1600
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q10-11 B5,L16fam10,110.5,NA,NA,1600
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q10-12 B5,L16fam10,107,NA,NA,1600
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q10-13 B5,L16fam10,107,NA,NA,1600
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q28-5 B5,L16fam28,124.5,NA,NA,1600
Toulenne,2011,Peguere,Luz,L16,5_Toulenne,L16Q28-6 B5,L16fam28,124.5,NA,NA,1600
Toulenne,2011,Josbaig,Ossau,O1,5_Toulenne,O1Q10-1 B5,O1fam10,110.5,NA,NA,100
Toulenne,2011,Josbaig,Ossau,O1,5_Toulenne,O1Q10-2 B5,O1fam10,103.5,NA,NA,100
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-35 B5,O12fam20,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-36 B5,O12fam20,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-37 B5,O12fam20,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-38 B5,O12fam20,103.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-40 B5,O12fam20,114,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-41 B5,O12fam20,103.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-42 B5,O12fam20,110.5,NA,NA,1200
Toulenne,2011,Le_Hourcq,Ossau,O8,5_Toulenne,O8Q2-1 B5,O8fam2,107,NA,NA,800
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q27-12 B5,O12fam27,103.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q27-11 B5,O12fam27,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q27-10 B5,O12fam27,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q27-9 B5,O12fam27,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q27-8 B5,O12fam27,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q27-7 B5,O12fam27,124.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q27-6 B5,O12fam27,121,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q27-4 B5,O12fam27,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q27-2 B5,O12fam27,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q27-1 B5,O12fam27,121,NA,NA,1200
Toulenne,2011,Gedre_bas,Luz,L12,5_Toulenne,L12Q10-29 B5,L12fam10,117.5,NA,NA,1200
Toulenne,2011,Gedre_bas,Luz,L12,5_Toulenne,L12Q10-26 B5,L12fam10,110.5,NA,NA,1200
Toulenne,2011,Gedre_bas,Luz,L12,5_Toulenne,L12Q10-25 B5,L12fam10,110.5,NA,NA,1200
Toulenne,2011,Gedre_bas,Luz,L12,5_Toulenne,L12Q10-24 B5,L12fam10,110.5,NA,NA,1200
Toulenne,2011,Gedre_bas,Luz,L12,5_Toulenne,L12Q10-23 B5,L12fam10,110.5,NA,NA,1200
Toulenne,2011,Gedre_bas,Luz,L12,5_Toulenne,L12Q10-22 B5,L12fam10,114,NA,NA,1200
Toulenne,2011,Gedre_bas,Luz,L12,5_Toulenne,L12Q10-21 B5,L12fam10,103.5,NA,NA,1200
Toulenne,2011,Gedre_bas,Luz,L12,5_Toulenne,L12Q10-20 B5,L12fam10,103.5,NA,NA,1200
Toulenne,2011,Gedre_bas,Luz,L12,5_Toulenne,L12Q10-19 B5,L12fam10,107,NA,NA,1200
Toulenne,2011,Gedre_bas,Luz,L12,5_Toulenne,L12Q10-18 B5,L12fam10,114,NA,NA,1200
Toulenne,2011,Gedre_bas,Luz,L12,5_Toulenne,L12Q10-17 B5,L12fam10,121,NA,NA,1200
Toulenne,2011,Gedre_bas,Luz,L12,5_Toulenne,L12Q10-16 B5,L12fam10,110.5,NA,NA,1200
Toulenne,2011,Gedre_bas,Luz,L12,5_Toulenne,L12Q10-15 B5,L12fam10,110.5,NA,NA,1200
Toulenne,2011,Gedre_bas,Luz,L12,5_Toulenne,L12Q10-14 B5,L12fam10,110.5,NA,NA,1200
Toulenne,2011,Gedre_bas,Luz,L12,5_Toulenne,L12Q10-13 B5,L12fam10,107,NA,NA,1200
Toulenne,2011,Gedre_bas,Luz,L12,5_Toulenne,L12Q10-12 B5,L12fam10,107,NA,NA,1200
Toulenne,2011,Gedre_bas,Luz,L12,5_Toulenne,L12Q10-11 B5,L12fam10,114,NA,NA,1200
Toulenne,2011,Gedre_bas,Luz,L12,5_Toulenne,L12Q10-10 B5,L12fam10,110.5,NA,NA,1200
Toulenne,2011,Gedre_bas,Luz,L12,5_Toulenne,L12Q10-9 B5,L12fam10,110.5,NA,NA,1200
Toulenne,2011,Gedre_bas,Luz,L12,5_Toulenne,L12Q10-8 B5,L12fam10,110.5,NA,NA,1200
Toulenne,2011,Gedre_bas,Luz,L12,5_Toulenne,L12Q10-7 B5,L12fam10,103.5,NA,NA,1200
Toulenne,2011,Le_Hourcq,Ossau,O8,5_Toulenne,O8Q4-7 B5,O8fam4,103.5,NA,NA,800
Toulenne,2011,Le_Hourcq,Ossau,O8,5_Toulenne,O8Q4-6 B5,O8fam4,110.5,NA,NA,800
Toulenne,2011,Le_Hourcq,Ossau,O8,5_Toulenne,O8Q4-5 B5,O8fam4,107,NA,NA,800
Toulenne,2011,Le_Hourcq,Ossau,O8,5_Toulenne,O8Q4-4 B5,O8fam4,107,NA,NA,800
Toulenne,2011,Le_Hourcq,Ossau,O8,5_Toulenne,O8Q4-3 B5,O8fam4,110.5,NA,NA,800
Toulenne,2011,Le_Hourcq,Ossau,O8,5_Toulenne,O8Q4-2 B5,O8fam4,107,NA,NA,800
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-88 B5,O12fam20,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-87 B5,O12fam20,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-85 B5,O12fam20,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-84 B5,O12fam20,108,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-80 B5,O12fam20,114,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-77 B5,O12fam20,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-76 B5,O12fam20,103.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-75 B5,O12fam20,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-74 B5,O12fam20,114,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-73 B5,O12fam20,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-72 B5,O12fam20,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-70 B5,O12fam20,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-69 B5,O12fam20,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-67 B5,O12fam20,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-66 B5,O12fam20,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-65 B5,O12fam20,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-64 B5,O12fam20,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-63 B5,O12fam20,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-62 B5,O12fam20,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-61 B5,O12fam20,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-60 B5,O12fam20,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-59 B5,O12fam20,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-58 B5,O12fam20,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-57 B5,O12fam20,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-56 B5,O12fam20,103.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-55 B5,O12fam20,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-54 B5,O12fam20,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-53 B5,O12fam20,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-52 B5,O12fam20,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-51 B5,O12fam20,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-50 B5,O12fam20,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-49 B5,O12fam20,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-48 B5,O12fam20,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-47 B5,O12fam20,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-46 B5,O12fam20,103.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-45 B5,O12fam20,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q20-43 B5,O12fam20,110.5,NA,NA,1200
Toulenne,2011,Le_Hourcq,Ossau,O8,5_Toulenne,O8Q2-2 B5,O8fam2,107,NA,NA,800
Toulenne,2011,Le_Hourcq,Ossau,O8,5_Toulenne,O8Q2-3 B5,O8fam2,107,NA,NA,800
Toulenne,2011,Le_Hourcq,Ossau,O8,5_Toulenne,O8Q2-5 B5,O8fam2,107,NA,NA,800
Toulenne,2011,Le_Hourcq,Ossau,O8,5_Toulenne,O8Q2-6 B5,O8fam2,114,NA,NA,800
Toulenne,2011,Le_Hourcq,Ossau,O8,5_Toulenne,O8Q1-11 B5,O8fam1,107,NA,NA,800
Toulenne,2011,Le_Hourcq,Ossau,O8,5_Toulenne,O8Q1-12 B5,O8fam1,107,NA,NA,800
Toulenne,2011,Le_Hourcq,Ossau,O8,5_Toulenne,O8Q1-14 B5,O8fam1,107,NA,NA,800
Toulenne,2011,Le_Hourcq,Ossau,O8,5_Toulenne,O8Q1-15 B5,O8fam1,107,NA,NA,800
Toulenne,2011,Le_Hourcq,Ossau,O8,5_Toulenne,O8Q1-16 B5,O8fam1,110.5,NA,NA,800
Toulenne,2011,Le_Hourcq,Ossau,O8,5_Toulenne,O8Q1-17 B5,O8fam1,103.5,NA,NA,800
Toulenne,2011,Le_Hourcq,Ossau,O8,5_Toulenne,O8Q1-18 B5,O8fam1,107,NA,NA,800
Toulenne,2011,Le_Hourcq,Ossau,O8,5_Toulenne,O8Q1-19 B5,O8fam1,107,NA,NA,800
Toulenne,2011,Le_Hourcq,Ossau,O8,5_Toulenne,O8Q1-20 B5,O8fam1,110.5,NA,NA,800
Toulenne,2011,Le_Hourcq,Ossau,O8,5_Toulenne,O8Q1-21 B5,O8fam1,114,NA,NA,800
Toulenne,2011,Le_Hourcq,Ossau,O8,5_Toulenne,O8Q1-23 B5,O8fam1,107,NA,NA,800
Toulenne,2011,Le_Hourcq,Ossau,O8,5_Toulenne,O8Q1-24 B5,O8fam1,107,NA,NA,800
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q32-77 B5,O12fam32,107,NA,NA,1200
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q7-9 B5,L8fam7,107,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q7-10 B5,L8fam7,114,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q7-11 B5,L8fam7,103.5,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q7-12 B5,L8fam7,114,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q7-13 B5,L8fam7,110.5,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q7-14 B5,L8fam7,110.5,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q7-15 B5,L8fam7,107,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q7-17 B5,L8fam7,114,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q7-18 B5,L8fam7,121,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q7-19 B5,L8fam7,117.5,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q7-20 B5,L8fam7,110.5,NA,NA,800
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q4-13 B5,O12fam4,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q4-12 B5,O12fam4,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q4-11 B5,O12fam4,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q4-10 B5,O12fam4,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q4-9 B5,O12fam4,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q4-8 B5,O12fam4,103.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q4-7 B5,O12fam4,103.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q4-6 B5,O12fam4,107,NA,NA,1200
Toulenne,2011,Josbaig,Ossau,O1,5_Toulenne,O1Q24-27 B5,O1fam24,103.5,NA,NA,100
Toulenne,2011,Josbaig,Ossau,O1,5_Toulenne,O1Q24-24 B5,O1fam24,103.5,NA,NA,100
Toulenne,2011,Josbaig,Ossau,O1,5_Toulenne,O1Q24-18 B5,O1fam24,103.5,NA,NA,100
Toulenne,2011,Josbaig,Ossau,O1,5_Toulenne,O1Q24-17 B5,O1fam24,107,NA,NA,100
Toulenne,2011,Josbaig,Ossau,O1,5_Toulenne,O1Q24-14 B5,O1fam24,103.5,NA,NA,100
Toulenne,2011,Josbaig,Ossau,O1,5_Toulenne,O1Q24-12 B5,O1fam24,107,NA,NA,100
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q18-23 B5,L8fam18,110.5,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q18-22 B5,L8fam18,110.5,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q18-21 B5,L8fam18,117.5,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q18-20 B5,L8fam18,117.5,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q18-19 B5,L8fam18,114,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q18-18 B5,L8fam18,114,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q18-17 B5,L8fam18,117.5,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q18-16 B5,L8fam18,114,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q18-15 B5,L8fam18,110.5,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q18-14 B5,L8fam18,114,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q18-13 B5,L8fam18,114,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q18-12 B5,L8fam18,121,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q18-11 B5,L8fam18,110.5,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q18-10 B5,L8fam18,110.5,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q18-9 B5,L8fam18,114,NA,NA,800
Toulenne,2011,Papillon,Luz,L8,5_Toulenne,L8Q18-8 B5,L8fam18,117.5,NA,NA,800
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q21-40 B5,O12fam21,103.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q21-39 B5,O12fam21,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q21-38 B5,O12fam21,114,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q21-37 B5,O12fam21,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q21-36 B5,O12fam21,117.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q21-35 B5,O12fam21,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q21-34 B5,O12fam21,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q21-33 B5,O12fam21,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q21-32 B5,O12fam21,103.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q21-31 B5,O12fam21,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q21-30 B5,O12fam21,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q21-29 B5,O12fam21,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q21-28 B5,O12fam21,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q21-27 B5,O12fam21,107,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q21-26 B5,O12fam21,110.5,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q21-25 B5,O12fam21,114,NA,NA,1200
Toulenne,2011,Gabas,Ossau,O12,5_Toulenne,O12Q21-24 B5,O12fam21,107,NA,NA,1200
