Dispositif,Year,SiteName,Valley,Prove,BlockCG,ID,Mother,LU,LC,GS,Elevation
Toulenne,2009,Le_Hourcq,Ossau,O8,1_Toulenne,O8Q7-7 B2,O8fam7,125.5,363,237.5,800
Toulenne,2009,Le_Hourcq,Ossau,O8,1_Toulenne,O8Q7-8 B2,O8fam7,125.5,340.4444444,214.9444444,800
Toulenne,2009,Le_Hourcq,Ossau,O8,1_Toulenne,O8Q7-1 B3,O8fam7,112.5,346.4074074,233.9074074,800
Toulenne,2009,Le_Hourcq,Ossau,O8,1_Toulenne,O8Q7-2 B3,O8fam7,115.5,308.5217391,193.0217391,800
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q28-1 B1,O1fam28,112.5,300,187.5,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q28-2 B1,O1fam28,115.5,300,184.5,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q28-3 B1,O1fam28,112.5,300,187.5,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q28-4 B1,O1fam28,115.5,300,184.5,100
Toulenne,2009,Laveyron,Luz,L1,1_Toulenne,L1Q24-1 B3,L1fam24,112.5,279,166.5,100
Toulenne,2009,Laveyron,Luz,L1,1_Toulenne,L1Q24-2 B3,L1fam24,102,NA,NA,100
Toulenne,2009,Laveyron,Luz,L1,1_Toulenne,L1Q24-4 B3,L1fam24,109,307,198,100
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q12-1 B2,O12fam12,115.5,307,191.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q12-10 B2,O12fam12,115.5,307,191.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q12-2 B2,O12fam12,115.5,308.1290323,192.6290323,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q12-3 B2,O12fam12,118.5,307,188.5,1200
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q16-1 B1,L3fam16,112.5,307,194.5,300
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q16-2 B1,L3fam16,112.5,NA,NA,300
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q16-4 B1,L3fam16,109,279,170,300
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q19-4 B2,L3fam19,102,NA,NA,300
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q19-6 B2,L3fam19,122,311.2,189.2,300
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q19-7 B2,L3fam19,122,311.6666667,189.6666667,300
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q18-7 B2,O1fam18,102,307,205,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q18-8 B2,O1fam18,109,321,212,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q18-9 B2,O1fam18,112.5,NA,NA,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q18-1 B3,O1fam18,118.5,300,181.5,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q3-4 B2,O1fam3,105.5,279,173.5,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q3-5 B2,O1fam3,109,293,184,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q3-6 B2,O1fam3,109,336.8148148,227.8148148,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q3-7 B2,O1fam3,135.5,307,171.5,100
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q59-2 B2,L3fam59,109,307,198,300
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q59-3 B2,L3fam59,115.5,300,184.5,300
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q59-4 B2,L3fam59,118.5,308.25,189.75,300
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q59-5 B2,L3fam59,109,310.1818182,201.1818182,300
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q11-3 B3,O12fam11,115.5,308.25,192.75,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q11-4 B3,O12fam11,118.5,307,188.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q11-5 B3,O12fam11,115.5,314,198.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q11-6 B3,O12fam11,115.5,308.25,192.75,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q7-6 B3,O12fam7,105.5,314,208.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q7-1 B4,O12fam7,109,293,184,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q7-2 B4,O12fam7,109,308,199,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q7-3 B4,O12fam7,112.5,309.3333333,196.8333333,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q29-4 B2,O12fam29,105.5,309.3333333,203.8333333,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q29-5 B2,O12fam29,115.5,321,205.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q29-6 B2,O12fam29,115.5,300,184.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q29-7 B2,O12fam29,109,307,198,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q27-2 B2,O12fam27,109,308.4,199.4,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q27-3 B2,O12fam27,112.5,310.5,198,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q27-4 B2,O12fam27,109,310.5,201.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q27-5 B2,O12fam27,109,314,205,1200
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q16-8 B2,L16fam16,115.5,307,191.5,1600
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q16-9 B2,L16fam16,122,307,185,1600
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q16-1 B3,L16fam16,122,309.3333333,187.3333333,1600
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q16-2 B3,L16fam16,122,314,192,1600
Toulenne,2009,Artouste,Ossau,O16,1_Toulenne,O16Q2-9 B2,O16fam2,122,307,185,1600
Toulenne,2009,Artouste,Ossau,O16,1_Toulenne,O16Q2-1 B3,O16fam2,115.5,309.3333333,193.8333333,1600
Toulenne,2009,Artouste,Ossau,O16,1_Toulenne,O16Q2-2 B3,O16fam2,115.5,272,156.5,1600
Toulenne,2009,Artouste,Ossau,O16,1_Toulenne,O16Q2-3 B3,O16fam2,109,300,191,1600
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q1-2 B4,L8fam1,118.5,311.6666667,193.1666667,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q1-3 B4,L8fam1,118.5,308.1290323,189.6290323,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q1-1 B5,L8fam1,115.5,327.2222222,211.7222222,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q1-10 B5,L8fam1,109,300,191,800
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q29-6 B2,O1fam29,105.5,307,201.5,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q29-7 B2,O1fam29,105.5,307,201.5,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q29-8 B2,O1fam29,102,293,191,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q29-9 B2,O1fam29,102,321,219,100
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q18-3 B2,L8fam18,118.5,314,195.5,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q18-4 B2,L8fam18,112.5,349,236.5,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q18-5 B2,L8fam18,112.5,321,208.5,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q18-6 B2,L8fam18,112.5,307,194.5,800
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q32-2 B2,O12fam32,112.5,310.5,198,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q32-3 B2,O12fam32,115.5,310.6206897,195.1206897,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q32-4 B2,O12fam32,109,307,198,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q32-5 B2,O12fam32,112.5,307.9210526,195.4210526,1200
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q4-6 B2,O1fam4,112.5,309.4561404,196.9561404,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q4-7 B2,O1fam4,112.5,293,180.5,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q4-8 B2,O1fam4,109,293,184,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q4-9 B2,O1fam4,112.5,310.1818182,197.6818182,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q5-6 B2,O1fam5,102,300,198,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q5-1 B3,O1fam5,102,307,205,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q5-10 B3,O1fam5,102,307,205,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q5-11 B3,O1fam5,102,307,205,100
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q6-3 B2,O12fam6,112.5,307,194.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q6-4 B2,O12fam6,118.5,308.8421053,190.3421053,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q6-5 B2,O12fam6,115.5,293,177.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q6-6 B2,O12fam6,109,314,205,1200
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q20-1 B1,L8fam20,109,349,240,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q20-2 B1,L8fam20,115.5,308.4893617,192.9893617,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q20-3 B1,L8fam20,112.5,349,236.5,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q20-1 B2,L8fam20,112.5,314,201.5,800
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q20-6 B2,L3fam20,105.5,300,194.5,300
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q20-7 B2,L3fam20,105.5,300,194.5,300
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q20-1 B3,L3fam20,109,307,198,300
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q20-2 B3,L3fam20,112.5,307,194.5,300
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q38-4 B2,O12fam38,105.5,318.6666667,213.1666667,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q38-5 B2,O12fam38,109,300,191,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q38-6 B2,O12fam38,112.5,307,194.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q38-7 B2,O12fam38,113.25,290.2956204,177.0456204,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q2-5 B2,O12fam2,109,307,198,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q2-6 B2,O12fam2,112.5,314,201.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q2-1 B3,O12fam2,105.5,342,236.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q2-10 B3,O12fam2,112.5,314,201.5,1200
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q17-10 B2,L16fam17,122,321,199,1600
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q17-11 B2,L16fam17,125.5,307,181.5,1600
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q17-2 B2,L16fam17,122,309.8,187.8,1600
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q17-3 B2,L16fam17,125.5,307,181.5,1600
Toulenne,2009,Artouste,Ossau,O16,1_Toulenne,O16Q7-1 B1,O16fam7,115.5,300,184.5,1600
Toulenne,2009,Artouste,Ossau,O16,1_Toulenne,O16Q7-2 B1,O16fam7,105.5,307,201.5,1600
Toulenne,2009,Artouste,Ossau,O16,1_Toulenne,O16Q7-3 B1,O16fam7,109,308.75,199.75,1600
Toulenne,2009,Artouste,Ossau,O16,1_Toulenne,O16Q7-1 B2,O16fam7,115.5,314,198.5,1600
Toulenne,2009,Gedre_bas,Luz,L12,1_Toulenne,L12Q23-1 B1,L12fam23,115.5,310.5,195,1200
Toulenne,2009,Gedre_bas,Luz,L12,1_Toulenne,L12Q23-2 B1,L12fam23,118.5,317.1111111,198.6111111,1200
Toulenne,2009,Gedre_bas,Luz,L12,1_Toulenne,L12Q23-3 B1,L12fam23,118.5,314,195.5,1200
Toulenne,2009,Gedre_bas,Luz,L12,1_Toulenne,L12Q23-4 B1,L12fam23,118.5,308.4,189.9,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q10-3 B2,O12fam10,115.5,293,177.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q10-4 B2,O12fam10,109,293,184,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q10-5 B2,O12fam10,115.5,293,177.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q10-6 B2,O12fam10,109,309.9166667,200.9166667,1200
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q18-2 B2,L16fam18,122,313.3636364,191.3636364,1600
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q18-3 B2,L16fam18,122,314,192,1600
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q18-4 B2,L16fam18,125.5,307,181.5,1600
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q18-5 B2,L16fam18,122,293,171,1600
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q2-5 B2,O1fam2,105.5,314,208.5,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q2-6 B2,O1fam2,109,300,191,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q2-7 B2,O1fam2,115.5,272,156.5,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q2-1 B3,O1fam2,112.5,293,180.5,100
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q30-12 B2,O12fam30,105.5,307,201.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q30-2 B2,O12fam30,109,300,191,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q30-3 B2,O12fam30,109,300,191,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q30-4 B2,O12fam30,109,300,191,1200
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q7-3 B2,O1fam7,109,300,191,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q7-1 B3,O1fam7,112.5,300,187.5,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q7-2 B3,O1fam7,112.5,311.2424242,198.7424242,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q7-3 B3,O1fam7,115.5,307,191.5,100
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q21-1 B2,O12fam21,112.5,307,194.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q21-10 B2,O12fam21,112.5,310.5,198,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q21-11 B2,O12fam21,109,307,198,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q21-2 B2,O12fam21,112.5,321,208.5,1200
Toulenne,2009,Gedre_bas,Luz,L12,1_Toulenne,L12Q11-2 B3,L12fam11,118.5,314,195.5,1200
Toulenne,2009,Gedre_bas,Luz,L12,1_Toulenne,L12Q11-3 B3,L12fam11,112.5,307,194.5,1200
Toulenne,2009,Gedre_bas,Luz,L12,1_Toulenne,L12Q11-4 B3,L12fam11,115.5,308.4,192.9,1200
Toulenne,2009,Gedre_bas,Luz,L12,1_Toulenne,L12Q11-5 B3,L12fam11,118.5,307,188.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q28-1 B3,O12fam28,112.5,300,187.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q28-2 B3,O12fam28,115.5,321,205.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q28-3 B3,O12fam28,112.5,309.3333333,196.8333333,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q28-4 B3,O12fam28,115.5,307,191.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q4-5 B2,O12fam4,112.5,314,201.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q4-6 B2,O12fam4,112.5,300,187.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q4-7 B2,O12fam4,112.5,NA,NA,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q22-10 B2,O12fam22,115.5,308.75,193.25,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q22-11 B2,O12fam22,118.5,293,174.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q22-12 B2,O12fam22,112.5,293,180.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q22-2 B2,O12fam22,110,279,169,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q36-4 B2,O12fam36,112.5,300,187.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q36-5 B2,O12fam36,112.5,307,194.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q36-1 B3,O12fam36,112.5,300,187.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q36-2 B3,O12fam36,109,314,205,1200
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q15-2 B3,L16fam15,112.5,311.2682927,198.7682927,1600
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q15-3 B3,L16fam15,112.5,315.75,203.25,1600
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q15-4 B3,L16fam15,116.25,321,204.75,1600
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q15-5 B3,L16fam15,110,309.3333333,199.3333333,1600
Toulenne,2009,Laveyron,Luz,L1,1_Toulenne,L1Q38-6 B2,L1fam38,109,307,198,100
Toulenne,2009,Laveyron,Luz,L1,1_Toulenne,L1Q38-7 B2,L1fam38,109,307,198,100
Toulenne,2009,Laveyron,Luz,L1,1_Toulenne,L1Q38-1 B3,L1fam38,109,307,198,100
Toulenne,2009,Laveyron,Luz,L1,1_Toulenne,L1Q38-2 B3,L1fam38,115.5,307,191.5,100
Toulenne,2009,Le_Hourcq,Ossau,O8,1_Toulenne,O8Q1-4 B2,O8fam1,109,307,198,800
Toulenne,2009,Le_Hourcq,Ossau,O8,1_Toulenne,O8Q1-5 B2,O8fam1,109,307,198,800
Toulenne,2009,Le_Hourcq,Ossau,O8,1_Toulenne,O8Q1-6 B2,O8fam1,112.5,NA,NA,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q9-5 B2,L8fam9,122,307,185,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q9-6 B2,L8fam9,122,307,185,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q9-7 B2,L8fam9,112.5,307,194.5,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q9-8 B2,L8fam9,122,NA,NA,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q24-5 B2,L8fam24,122,NA,NA,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q24-6 B2,L8fam24,125.5,322.5555556,197.0555556,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q24-1 B3,L8fam24,118.5,312.8333333,194.3333333,800
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q50-2 B2,L3fam50,118.5,314.8235294,196.3235294,300
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q50-3 B2,L3fam50,112.5,307,194.5,300
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q50-4 B2,L3fam50,115.5,307,191.5,300
Toulenne,2009,Ibos,Luz,L3,1_Toulenne,L3Q50-5 B2,L3fam50,112.5,307,194.5,300
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q7-5 B2,L8fam7,115.5,307,191.5,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q7-4 B4,L8fam7,115.5,300,184.5,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q7-7 B2,L8fam7,115.5,307,191.5,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q7-8 B2,L8fam7,115.5,314.4117647,198.9117647,800
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q13-8 B2,O12fam13,112.5,307,194.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q13-9 B2,O12fam13,112.5,307,194.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q13-1 B3,O12fam13,122,307,185,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q13-2 B3,O12fam13,122,307,185,1200
Toulenne,2009,Gedre_bas,Luz,L12,1_Toulenne,L12Q4-2 B2,L12fam4,118.5,314,195.5,1200
Toulenne,2009,Gedre_bas,Luz,L12,1_Toulenne,L12Q4-3 B2,L12fam4,118.5,307,188.5,1200
Toulenne,2009,Gedre_bas,Luz,L12,1_Toulenne,L12Q4-4 B2,L12fam4,112.5,321,208.5,1200
Toulenne,2009,Gedre_bas,Luz,L12,1_Toulenne,L12Q4-5 B2,L12fam4,122,307,185,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q39-2 B2,O12fam39,115.5,310.5,195,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q39-3 B2,O12fam39,112.5,307,194.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q39-4 B2,O12fam39,118.5,309.5,191,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q39-5 B2,O12fam39,112.5,300,187.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q40-1 B2,O12fam40,115.5,313.3636364,197.8636364,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q40-2 B2,O12fam40,109,307,198,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q40-3 B2,O12fam40,109,307,198,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q40-4 B2,O12fam40,115.5,300,184.5,1200
Toulenne,2009,Le_Hourcq,Ossau,O8,1_Toulenne,O8Q3-3 B2,O8fam3,112.5,307,194.5,800
Toulenne,2009,Le_Hourcq,Ossau,O8,1_Toulenne,O8Q3-4 B2,O8fam3,109,300,191,800
Toulenne,2009,Le_Hourcq,Ossau,O8,1_Toulenne,O8Q3-5 B2,O8fam3,115.5,307,191.5,800
Toulenne,2009,Le_Hourcq,Ossau,O8,1_Toulenne,O8Q3-6 B2,O8fam3,109,321,212,800
Toulenne,2009,Le_Hourcq,Ossau,O8,1_Toulenne,O8Q2-5 B2,O8fam2,102,279,177,800
Toulenne,2009,Le_Hourcq,Ossau,O8,1_Toulenne,O8Q2-6 B2,O8fam2,112.5,307,194.5,800
Toulenne,2009,Le_Hourcq,Ossau,O8,1_Toulenne,O8Q2-7 B2,O8fam2,112.5,321,208.5,800
Toulenne,2009,Le_Hourcq,Ossau,O8,1_Toulenne,O8Q2-8 B2,O8fam2,105.5,293,187.5,800
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q1-5 B2,O1fam1,112.5,NA,NA,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q1-7 B2,O1fam1,118.5,NA,NA,100
Toulenne,2009,Josbaig,Ossau,O1,1_Toulenne,O1Q1-1 B3,O1fam1,109,307,198,100
Toulenne,2009,Gedre_bas,Luz,L12,1_Toulenne,L12Q10-11 B2,L12fam10,118.5,307,188.5,1200
Toulenne,2009,Gedre_bas,Luz,L12,1_Toulenne,L12Q10-2 B2,L12fam10,112.5,317.1111111,204.6111111,1200
Toulenne,2009,Gedre_bas,Luz,L12,1_Toulenne,L12Q10-3 B2,L12fam10,115.5,321,205.5,1200
Toulenne,2009,Gedre_bas,Luz,L12,1_Toulenne,L12Q10-4 B2,L12fam10,118.5,309.3333333,190.8333333,1200
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q3-2 B4,L8fam3,115.5,309.3333333,193.8333333,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q3-3 B4,L8fam3,115.5,321,205.5,800
Toulenne,2009,Papillon,Luz,L8,1_Toulenne,L8Q3-4 B4,L8fam3,115.5,308.8421053,193.3421053,800
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q24-1 B1,O12fam24,109,307,198,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q24-1 B2,O12fam24,109,307,198,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q24-2 B2,O12fam24,109,307,198,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q24-3 B2,O12fam24,109,307,198,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q9-4 B2,O12fam9,112.5,307,194.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q9-5 B2,O12fam9,112.5,307,194.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q9-6 B2,O12fam9,115.5,312.25,196.75,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q9-1 B3,O12fam9,115.5,309.5609756,194.0609756,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q3-6 B2,O12fam3,109,308.8421053,199.8421053,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q3-7 B2,O12fam3,105.5,300,194.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q3-1 B3,O12fam3,112.5,307,194.5,1200
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q3-2 B3,O12fam3,115.5,322,206.5,1200
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q6-3 B2,L16fam6,122,313.7741935,191.7741935,1600
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q6-4 B2,L16fam6,112.5,300,187.5,1600
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q6-5 B2,L16fam6,115.5,307,191.5,1600
Toulenne,2009,Peguere,Luz,L16,1_Toulenne,L16Q6-6 B2,L16fam6,115.5,307,191.5,1600
Toulenne,2009,Gabas,Ossau,O12,1_Toulenne,O12Q31-11 B2,O12fam31,112.5,300,187.5,1200
