ID,Design,Year,X,Y,Prove,SiteName,Species,Valley,Elevation,LU,LS,GS
O8Q7-5 B4,CG,2017,4,127,O8,Le_Hourcq,Quercus,Ossau,800,104.01,269,164.99
L8Q9-7 B2,CG,2017,5,15,L8,Papillon,Quercus,Luz,800,108.56,303.3,194.74
L8Q9-8 B2,CG,2017,5,16,L8,Papillon,Quercus,Luz,800,109.64,283.4,173.76
L8Q24-5 B2,CG,2017,5,18,L8,Papillon,Quercus,Luz,800,106.88,295.1,188.22
L8Q24-1 B3,CG,2017,5,20,L8,Papillon,Quercus,Luz,800,109.07,275.5,166.43
L8Q7-4 B4,CG,2017,5,26,L8,Papillon,Quercus,Luz,800,106.63,272.2,165.57
O8Q2-7 B2,CG,2017,6,11,O8,Le_Hourcq,Quercus,Ossau,800,103.06,269,165.94
L8Q3-3 B4,CG,2017,6,22,L8,Papillon,Quercus,Luz,800,107.86,294.6,186.74
L8Q3-4 B4,CG,2017,6,23,L8,Papillon,Quercus,Luz,800,107.1,277.4,170.3
O8Q4-7 B4,CG,2017,6,80,O8,Le_Hourcq,Quercus,Ossau,800,103.51,308.2,204.69
L8Q11-3 B2,CG,2017,7,17,L8,Papillon,Quercus,Luz,800,105.2,304.8,199.6
L8Q2-4 B2,CG,2017,7,32,L8,Papillon,Quercus,Luz,800,103.53,304.9,201.37
L8Q2-5 B2,CG,2017,7,33,L8,Papillon,Quercus,Luz,800,106.68,285.2,178.52
L8Q2-6 B2,CG,2017,7,34,L8,Papillon,Quercus,Luz,800,102.54,269,166.46
L8Q2-7 B2,CG,2017,7,35,L8,Papillon,Quercus,Luz,800,102.51,290,187.49
O8Q2-5 B4,CG,2017,7,56,O8,Le_Hourcq,Quercus,Ossau,800,98.81,269,170.19
L8Q24-1 B4,CG,2017,7,59,L8,Papillon,Quercus,Luz,800,117.54,303.9,186.36
L8Q24-2 B4,CG,2017,7,60,L8,Papillon,Quercus,Luz,800,121.08,302.2,181.12
L8Q24-3 B4,CG,2017,7,61,L8,Papillon,Quercus,Luz,800,101.01,303.6,202.59
L8Q24-4 B4,CG,2017,7,62,L8,Papillon,Quercus,Luz,800,121.72,308,186.28
L8Q24-7 B4,CG,2017,7,65,L8,Papillon,Quercus,Luz,800,104.45,307.1,202.65
L8Q24-9 B4,CG,2017,7,67,L8,Papillon,Quercus,Luz,800,124.7,304.9,180.2
O8Q4-4 B2,CG,2017,8,16,O8,Le_Hourcq,Quercus,Ossau,800,105.33,291.9,186.57
O8Q4-5 B2,CG,2017,8,17,O8,Le_Hourcq,Quercus,Ossau,800,105.56,279.5,173.94
O8Q4-7 B2,CG,2017,8,18,O8,Le_Hourcq,Quercus,Ossau,800,99.85,288.9,189.05
O8Q4-2 B3,CG,2017,8,19,O8,Le_Hourcq,Quercus,Ossau,800,103.46,279.1,175.64
L8Q4-5 B3,CG,2017,8,102,L8,Papillon,Quercus,Luz,800,103.25,303.6,200.35
L8Q4-6 B3,CG,2017,8,103,L8,Papillon,Quercus,Luz,800,106.76,308,201.24
L8Q4-1 B4,CG,2017,8,104,L8,Papillon,Quercus,Luz,800,106.76,306.9,200.14
L8Q37-1 B1,CG,2017,9,12,L8,Papillon,Quercus,Luz,800,115.03,309.2,194.17
L8Q37-2 B1,CG,2017,9,13,L8,Papillon,Quercus,Luz,800,117.17,307.9,190.73
L8Q37-3 B1,CG,2017,9,14,L8,Papillon,Quercus,Luz,800,107.22,298.5,191.28
L8Q14-6 B2,CG,2017,9,36,L8,Papillon,Quercus,Luz,800,112.22,285.5,173.28
L8Q14-8 B2,CG,2017,9,38,L8,Papillon,Quercus,Luz,800,117.89,272.3,154.41
L8Q2-2 B4,CG,2017,9,89,L8,Papillon,Quercus,Luz,800,104.81,279.5,174.69
L8Q2-3 B4,CG,2017,9,90,L8,Papillon,Quercus,Luz,800,99.53,283.4,183.87
L8Q2-4 B4,CG,2017,9,91,L8,Papillon,Quercus,Luz,800,103.15,270.1,166.95
L8Q2-5 B4,CG,2017,9,92,L8,Papillon,Quercus,Luz,800,103.41,297.9,194.49
L8Q2-6 B4,CG,2017,9,93,L8,Papillon,Quercus,Luz,800,102.42,269.2,166.78
L8Q2-7 B4,CG,2017,9,94,L8,Papillon,Quercus,Luz,800,102.62,310.6,207.98
L8Q2-8 B4,CG,2017,9,95,L8,Papillon,Quercus,Luz,800,96.03,300.7,204.67
L8Q25-1 B3,CG,2017,9,103,L8,Papillon,Quercus,Luz,800,104.78,271.7,166.92
L8Q14-4 B4,CG,2017,9,126,L8,Papillon,Quercus,Luz,800,113.54,283.6,170.06
L8Q14-5 B4,CG,2017,9,127,L8,Papillon,Quercus,Luz,800,103.77,292.1,188.33
L8Q14-6 B4,CG,2017,9,128,L8,Papillon,Quercus,Luz,800,108.32,293.8,185.48
O8Q10-2 B3,CG,2017,10,2,O8,Le_Hourcq,Quercus,Ossau,800,103.55,298.4,194.85
O8Q10-3 B3,CG,2017,10,3,O8,Le_Hourcq,Quercus,Ossau,800,105.08,273.9,168.82
L8Q9-6 B4,CG,2017,10,91,L8,Papillon,Quercus,Luz,800,105.87,275.9,170.03
L8Q9-8 B4,CG,2017,10,93,L8,Papillon,Quercus,Luz,800,99.88,307.9,208.02
O8Q10-7 B4,CG,2017,10,95,O8,Le_Hourcq,Quercus,Ossau,800,101.48,270.1,168.62
L8Q37-1 B2,CG,2017,11,4,L8,Papillon,Quercus,Luz,800,120.6,287,166.4
L8Q37-2 B2,CG,2017,11,5,L8,Papillon,Quercus,Luz,800,118.19,306.9,188.71
L8Q37-1 B3,CG,2017,11,6,L8,Papillon,Quercus,Luz,800,113.45,309,195.55
L8Q37-2 B3,CG,2017,11,7,L8,Papillon,Quercus,Luz,800,107,308.9,201.9
O8Q7-3 B3,CG,2017,11,16,O8,Le_Hourcq,Quercus,Ossau,800,113.75,NaN,NaN
O8Q7-4 B3,CG,2017,11,17,O8,Le_Hourcq,Quercus,Ossau,800,106.76,292.5,185.74
O8Q7-5 B3,CG,2017,11,18,O8,Le_Hourcq,Quercus,Ossau,800,110.06,269.6,159.54
L8Q11-5 B3,CG,2017,11,20,L8,Papillon,Quercus,Luz,800,102.95,304.5,201.55
L8Q11-7 B2,CG,2017,11,21,L8,Papillon,Quercus,Luz,800,115.87,307.7,191.83
L8Q11-8 B2,CG,2017,11,22,L8,Papillon,Quercus,Luz,800,102.1,273.7,171.6
L8Q7-9 B2,CG,2017,11,32,L8,Papillon,Quercus,Luz,800,107.82,300.8,192.98
L8Q7-1 B3,CG,2017,11,33,L8,Papillon,Quercus,Luz,800,106.54,301.2,194.66
L8Q7-2 B3,CG,2017,11,34,L8,Papillon,Quercus,Luz,800,107.62,308.6,200.98
L8Q7-3 B3,CG,2017,11,35,L8,Papillon,Quercus,Luz,800,108.49,298.9,190.41
L8Q2-1 B5,CG,2017,11,65,L8,Papillon,Quercus,Luz,800,104.69,294.9,190.21
L8Q7-4 B5,CG,2017,12,51,L8,Papillon,Quercus,Luz,800,109.21,269,159.79
L8Q7-5 B5,CG,2017,12,52,L8,Papillon,Quercus,Luz,800,101.43,299.5,198.07
L8Q7-6 B5,CG,2017,12,53,L8,Papillon,Quercus,Luz,800,104.33,282.4,178.07
L8Q7-8 B5,CG,2017,12,55,L8,Papillon,Quercus,Luz,800,106.84,269.5,162.66
L8Q18-2 B5,CG,2017,12,77,L8,Papillon,Quercus,Luz,800,102.72,304.4,201.68
L8Q18-4 B5,CG,2017,12,79,L8,Papillon,Quercus,Luz,800,106.83,301.9,195.07
L8Q18-6 B5,CG,2017,12,81,L8,Papillon,Quercus,Luz,800,107.14,279.6,172.46
L8Q18-7 B5,CG,2017,12,82,L8,Papillon,Quercus,Luz,800,106.46,283.8,177.34
L8Q9-1 B3,CG,2017,13,12,L8,Papillon,Quercus,Luz,800,103.67,279.1,175.43
L8Q9-1 B4,CG,2017,13,15,L8,Papillon,Quercus,Luz,800,109.09,298.7,189.61
L8Q1-7 B5,CG,2017,13,51,L8,Papillon,Quercus,Luz,800,103.24,287.8,184.56
L8Q11-3 B5,CG,2017,13,57,L8,Papillon,Quercus,Luz,800,106.63,298.7,192.07
L8Q24-1 B5,CG,2017,13,79,L8,Papillon,Quercus,Luz,800,99.55,290.8,191.25
L8Q24-2 B5,CG,2017,13,80,L8,Papillon,Quercus,Luz,800,119.88,279.1,159.22
L8Q24-3 B5,CG,2017,13,81,L8,Papillon,Quercus,Luz,800,102.65,272.3,169.65
O8Q10-3 B5,CG,2017,13,97,O8,Le_Hourcq,Quercus,Ossau,800,99.24,269,169.76
O8Q10-5 B5,CG,2017,13,99,O8,Le_Hourcq,Quercus,Ossau,800,98.72,273.5,174.78
O8Q10-6 B5,CG,2017,13,100,O8,Le_Hourcq,Quercus,Ossau,800,98.72,272.2,173.48
O8Q10-17 B5,CG,2017,13,111,O8,Le_Hourcq,Quercus,Ossau,800,103.9,289,185.1
O8Q10-18 B5,CG,2017,13,112,O8,Le_Hourcq,Quercus,Ossau,800,100.01,291.1,191.09
O8Q10-19 B5,CG,2017,13,113,O8,Le_Hourcq,Quercus,Ossau,800,99.51,291.8,192.29
O8Q10-23 B5,CG,2017,13,117,O8,Le_Hourcq,Quercus,Ossau,800,97.17,269,171.83
O8Q10-24 B5,CG,2017,13,118,O8,Le_Hourcq,Quercus,Ossau,800,102.77,269,166.23
O8Q10-28 B5,CG,2017,13,122,O8,Le_Hourcq,Quercus,Ossau,800,102.81,301.8,198.99
O8Q10-31 B5,CG,2017,13,125,O8,Le_Hourcq,Quercus,Ossau,800,107.41,298.6,191.19
O8Q10-34 B5,CG,2017,13,128,O8,Le_Hourcq,Quercus,Ossau,800,102.39,270.1,167.71
L8Q28-9 B3,CG,2017,14,20,L8,Papillon,Quercus,Luz,800,113.73,270.1,156.37
L8Q28-1 B4,CG,2017,14,21,L8,Papillon,Quercus,Luz,800,110.33,305.5,195.17
L8Q28-2 B4,CG,2017,14,22,L8,Papillon,Quercus,Luz,800,102.81,306.6,203.79
L8Q28-3 B4,CG,2017,14,23,L8,Papillon,Quercus,Luz,800,116.71,296.3,179.59
L8Q2-8 B2,CG,2017,14,36,L8,Papillon,Quercus,Luz,800,99.98,287.5,187.52
L8Q2-2 B3,CG,2017,14,38,L8,Papillon,Quercus,Luz,800,99.96,309.4,209.44
L8Q2-3 B3,CG,2017,14,39,L8,Papillon,Quercus,Luz,800,101.91,307.1,205.19
O8Q10-35 B5,CG,2017,14,41,O8,Le_Hourcq,Quercus,Ossau,800,103.43,280.8,177.37
O8Q7-3 B5,CG,2017,14,50,O8,Le_Hourcq,Quercus,Ossau,800,103.32,272.2,168.88
O8Q7-4 B5,CG,2017,14,51,O8,Le_Hourcq,Quercus,Ossau,800,104.36,309.4,205.04
O8Q7-6 B5,CG,2017,14,53,O8,Le_Hourcq,Quercus,Ossau,800,112.27,278.5,166.23
O8Q7-7 B5,CG,2017,14,54,O8,Le_Hourcq,Quercus,Ossau,800,107.01,284.3,177.29
L8Q9-2 B5,CG,2017,14,106,L8,Papillon,Quercus,Luz,800,107.54,292.4,184.86
L8Q28-1 B5,CG,2017,14,119,L8,Papillon,Quercus,Luz,800,107.65,304.1,196.45
L8Q28-3 B5,CG,2017,14,121,L8,Papillon,Quercus,Luz,800,103.03,288.3,185.27
L8Q28-4 B5,CG,2017,14,122,L8,Papillon,Quercus,Luz,800,109.06,278.7,169.64
L8Q20-1 B3,CG,2017,15,17,L8,Papillon,Quercus,Luz,800,106.5,275.5,169
L8Q20-2 B3,CG,2017,15,18,L8,Papillon,Quercus,Luz,800,105.08,273.9,168.82
L8Q20-3 B3,CG,2017,15,19,L8,Papillon,Quercus,Luz,800,106.32,275.5,169.18
O8Q3-8 B5,CG,2017,15,42,O8,Le_Hourcq,Quercus,Ossau,800,97.82,308,210.18
L8Q18-8 B2,CG,2017,16,25,L8,Papillon,Quercus,Luz,800,106.37,305.3,198.93
L8Q18-1 B3,CG,2017,16,27,L8,Papillon,Quercus,Luz,800,102.77,316.3,213.53
O8Q10-1 B4,CG,2017,16,39,O8,Le_Hourcq,Quercus,Ossau,800,100.12,269,168.88
O8Qvrac-4 B4,CG,2017,16,53,O8,Le_Hourcq,Quercus,Ossau,800,101.42,272.4,170.98
O8Qvrac-5 B4,CG,2017,16,54,O8,Le_Hourcq,Quercus,Ossau,800,101.48,290.8,189.32
L8Q3-5 B4,CG,2017,17,16,L8,Papillon,Quercus,Luz,800,105.15,311,205.85
L8Q3-6 B4,CG,2017,17,17,L8,Papillon,Quercus,Luz,800,103.17,313.6,210.43
L8Q3-7 B4,CG,2017,17,18,L8,Papillon,Quercus,Luz,800,110.61,309.2,198.59
L8Q14-2 B3,CG,2017,17,32,L8,Papillon,Quercus,Luz,800,114.49,301.6,187.11
L8Q14-4 B3,CG,2017,17,34,L8,Papillon,Quercus,Luz,800,107.99,286.1,178.11
L8Q14-5 B3,CG,2017,17,35,L8,Papillon,Quercus,Luz,800,116.01,275.9,159.89
L8Q24-2 B3,CG,2017,18,20,L8,Papillon,Quercus,Luz,800,120.26,308.6,188.34
L8Q24-3 B3,CG,2017,18,21,L8,Papillon,Quercus,Luz,800,111.38,300.9,189.52
L8Q24-4 B3,CG,2017,18,22,L8,Papillon,Quercus,Luz,800,111.16,299.7,188.54
L8Q24-5 B3,CG,2017,18,23,L8,Papillon,Quercus,Luz,800,106.76,305.5,198.74
L8Q4-2 B4,CG,2017,18,47,L8,Papillon,Quercus,Luz,800,107.43,284.3,176.87
L8Q4-3 B4,CG,2017,18,48,L8,Papillon,Quercus,Luz,800,119.28,289.2,169.92
L8Q20-5 B4,CG,2017,18,59,L8,Papillon,Quercus,Luz,800,106.39,290.9,184.51
L8Q25-2 B4,CG,2017,18,85,L8,Papillon,Quercus,Luz,800,103.01,316.6,213.59
L8Q14-9 B4,CG,2017,18,94,L8,Papillon,Quercus,Luz,800,107.26,270.4,163.14
L8Q27-4 B4,CG,2017,18,116,L8,Papillon,Quercus,Luz,800,99.83,306.9,207.07
L8Q27-1 B5,CG,2017,18,121,L8,Papillon,Quercus,Luz,800,104.9,288.6,183.7
L8Q14-1 B5,CG,2017,18,122,L8,Papillon,Quercus,Luz,800,104.25,279.1,174.85
L8Q14-2 B5,CG,2017,18,123,L8,Papillon,Quercus,Luz,800,106.17,279.1,172.93
O8Q4-3 B3,CG,2017,19,4,O8,Le_Hourcq,Quercus,Ossau,800,100.53,298.4,197.87
O8Q4-4 B3,CG,2017,19,5,O8,Le_Hourcq,Quercus,Ossau,800,101.08,304.4,203.32
O8Q4-5 B3,CG,2017,19,6,O8,Le_Hourcq,Quercus,Ossau,800,101.41,307.6,206.19
O8Q4-6 B3,CG,2017,19,7,O8,Le_Hourcq,Quercus,Ossau,800,105.09,309.6,204.51
O8Q2-9 B2,CG,2017,19,8,O8,Le_Hourcq,Quercus,Ossau,800,100.35,283.4,183.05
O8Q2-2 B3,CG,2017,19,10,O8,Le_Hourcq,Quercus,Ossau,800,99.12,286.4,187.28
O8Q2-3 B3,CG,2017,19,11,O8,Le_Hourcq,Quercus,Ossau,800,103.19,280.6,177.41
L8Q1-12 B5,CG,2017,19,29,L8,Papillon,Quercus,Luz,800,103.92,283.6,179.68
L8Q1-13 B5,CG,2017,19,30,L8,Papillon,Quercus,Luz,800,102.65,294,191.35
L8Q1-2 B5,CG,2017,19,31,L8,Papillon,Quercus,Luz,800,100.39,286.3,185.91
L8Q2-2 B5,CG,2017,19,58,L8,Papillon,Quercus,Luz,800,101.19,306.2,205.01
L8Q2-3 B5,CG,2017,19,59,L8,Papillon,Quercus,Luz,800,105.48,310,204.52
L8Q2-4 B5,CG,2017,19,60,L8,Papillon,Quercus,Luz,800,103.63,311,207.37
L8Q2-5 B5,CG,2017,19,61,L8,Papillon,Quercus,Luz,800,103.63,306.1,202.47
L8Q2-6 B5,CG,2017,19,62,L8,Papillon,Quercus,Luz,800,108.03,283.5,175.47
L8Q2-7 B5,CG,2017,19,63,L8,Papillon,Quercus,Luz,800,102.35,272.2,169.85
L8Q2-9 B5,CG,2017,19,65,L8,Papillon,Quercus,Luz,800,107.86,282.1,174.24
L8Q20-1 B4,CG,2017,20,24,L8,Papillon,Quercus,Luz,800,109.94,295.6,185.66
L8Q20-4 B4,CG,2017,20,27,L8,Papillon,Quercus,Luz,800,100.89,283.8,182.91
L8Q2-4 B3,CG,2017,20,32,L8,Papillon,Quercus,Luz,800,100.59,271.9,171.31
L8Q2-5 B3,CG,2017,20,33,L8,Papillon,Quercus,Luz,800,102.65,292.8,190.15
L8Q2-6 B3,CG,2017,20,34,L8,Papillon,Quercus,Luz,800,105.52,277.2,171.68
L8Q2-1 B4,CG,2017,20,35,L8,Papillon,Quercus,Luz,800,102.88,275.5,172.62
O8Q4-5 B5,CG,2017,20,90,O8,Le_Hourcq,Quercus,Ossau,800,103.02,272.2,169.18
O8Q4-6 B5,CG,2017,20,91,O8,Le_Hourcq,Quercus,Ossau,800,106.56,282.8,176.24
L8Q37-3 B3,CG,2017,21,16,L8,Papillon,Quercus,Luz,800,107.17,297.4,190.23
L8Q37-1 B4,CG,2017,21,17,L8,Papillon,Quercus,Luz,800,113.36,290.8,177.44
L8Q37-2 B4,CG,2017,21,18,L8,Papillon,Quercus,Luz,800,102.8,293,190.2
L8Q3-1 B5,CG,2017,21,31,L8,Papillon,Quercus,Luz,800,102.55,283,180.45
L8Q3-2 B5,CG,2017,21,32,L8,Papillon,Quercus,Luz,800,102.87,282.9,180.03
L8Q3-4 B5,CG,2017,21,33,L8,Papillon,Quercus,Luz,800,99.54,272.4,172.86
L8Q7-11 B5,CG,2017,21,119,L8,Papillon,Quercus,Luz,800,103.35,290,186.65
L8Q7-13 B5,CG,2017,21,121,L8,Papillon,Quercus,Luz,800,105.37,296.6,191.23
L8Q7-14 B5,CG,2017,21,122,L8,Papillon,Quercus,Luz,800,105.46,305.7,200.24
L8Q7-20 B5,CG,2017,21,127,L8,Papillon,Quercus,Luz,800,106.14,317.9,211.76
O8Q2-4 B3,CG,2017,22,6,O8,Le_Hourcq,Quercus,Ossau,800,103.25,NaN,NaN
L8Q7-22 B5,CG,2017,22,41,L8,Papillon,Quercus,Luz,800,103.1,272.2,169.1
L8Q18-9 B5,CG,2017,22,86,L8,Papillon,Quercus,Luz,800,105.63,275.2,169.57
L8Q18-10 B5,CG,2017,22,87,L8,Papillon,Quercus,Luz,800,103.52,291,187.48
L8Q18-11 B5,CG,2017,22,88,L8,Papillon,Quercus,Luz,800,104.29,273.1,168.81
L8Q18-13 B5,CG,2017,22,90,L8,Papillon,Quercus,Luz,800,105.95,302.1,196.15
L8Q18-14 B5,CG,2017,22,91,L8,Papillon,Quercus,Luz,800,104.73,303.3,198.57
L8Q18-15 B5,CG,2017,22,92,L8,Papillon,Quercus,Luz,800,106.35,313.7,207.35
L8Q18-16 B5,CG,2017,22,93,L8,Papillon,Quercus,Luz,800,108.21,311.2,202.99
L8Q18-17 B5,CG,2017,22,94,L8,Papillon,Quercus,Luz,800,111.06,309,197.94
L8Q18-18 B5,CG,2017,22,95,L8,Papillon,Quercus,Luz,800,109,312.3,203.3
L8Q18-22 B5,CG,2017,22,99,L8,Papillon,Quercus,Luz,800,104.02,304.5,200.48
L8Q18-23 B5,CG,2017,22,100,L8,Papillon,Quercus,Luz,800,104.04,309.6,205.56
O8Qvrac-14 B5,CG,2017,23,56,O8,Le_Hourcq,Quercus,Ossau,800,101.57,267.7,166.13
O8Q8-1 B5,CG,2017,23,58,O8,Le_Hourcq,Quercus,Ossau,800,99.78,281.7,181.92
O8Q8-2 B5,CG,2017,23,59,O8,Le_Hourcq,Quercus,Ossau,800,101.91,279.6,177.69
O8Q8-3 B5,CG,2017,23,60,O8,Le_Hourcq,Quercus,Ossau,800,99.69,270.1,170.41
L8Q7-4 B3,CG,2017,24,2,L8,Papillon,Quercus,Luz,800,105.68,296.3,190.62
L8Q7-5 B3,CG,2017,24,3,L8,Papillon,Quercus,Luz,800,106.95,278.9,171.95
L8Q7-6 B3,CG,2017,24,4,L8,Papillon,Quercus,Luz,800,106.04,285.7,179.66
L8Q24-7 B3,CG,2017,24,19,L8,Papillon,Quercus,Luz,800,114.61,311.2,196.59
L8Q11-5 B5,CG,2017,24,88,L8,Papillon,Quercus,Luz,800,110.05,296.2,186.15
L8Q11-10 B5,CG,2017,24,93,L8,Papillon,Quercus,Luz,800,113.81,305.9,192.09
L8Q11-23 B5,CG,2017,24,106,L8,Papillon,Quercus,Luz,800,119.42,285.5,166.08
L8Q11-24 B5,CG,2017,24,107,L8,Papillon,Quercus,Luz,800,104.45,312.6,208.15
L8Q24-4 B5,CG,2017,25,72,L8,Papillon,Quercus,Luz,800,107.11,276.2,169.09
L8Q24-5 B5,CG,2017,25,73,L8,Papillon,Quercus,Luz,800,120.61,281.5,160.89
L8Q24-6 B5,CG,2017,25,74,L8,Papillon,Quercus,Luz,800,120.08,277.7,157.62
L8Q24-7 B5,CG,2017,25,75,L8,Papillon,Quercus,Luz,800,104.19,316.7,212.51
L8Q24-10 B5,CG,2017,25,77,L8,Papillon,Quercus,Luz,800,120.04,288.3,168.26
L8Q24-13 B5,CG,2017,25,80,L8,Papillon,Quercus,Luz,800,105.46,276.2,170.74
L8Q24-15 B5,CG,2017,25,82,L8,Papillon,Quercus,Luz,800,126.28,307.4,181.12
L8Q24-17 B5,CG,2017,25,84,L8,Papillon,Quercus,Luz,800,101.24,295.2,193.96
L8Q24-18 B5,CG,2017,25,85,L8,Papillon,Quercus,Luz,800,105.94,302.3,196.36
O8Q10-36 B5,CG,2017,25,125,O8,Le_Hourcq,Quercus,Ossau,800,100.6,287,186.4
O8Q10-37 B5,CG,2017,25,126,O8,Le_Hourcq,Quercus,Ossau,800,105.26,276,170.74
O8Q4-3 B4,CG,2017,26,4,O8,Le_Hourcq,Quercus,Ossau,800,100.86,277.8,176.94
L8Q28-5 B4,CG,2017,26,7,L8,Papillon,Quercus,Luz,800,107.43,292.6,185.17
L8Q14-6 B3,CG,2017,26,14,L8,Papillon,Quercus,Luz,800,105.63,301.9,196.27
L8Q14-7 B3,CG,2017,26,15,L8,Papillon,Quercus,Luz,800,112.38,266.3,153.92
L8Q14-10 B4,CG,2017,26,17,L8,Papillon,Quercus,Luz,800,105.41,309.4,203.99
L8Q18-2 B3,CG,2017,26,22,L8,Papillon,Quercus,Luz,800,108.09,302.2,194.11
L8Q18-3 B3,CG,2017,26,23,L8,Papillon,Quercus,Luz,800,105.58,307.8,202.22
L8Q18-4 B3,CG,2017,26,24,L8,Papillon,Quercus,Luz,800,103.65,312.4,208.75
O8Q10-41 B5,CG,2017,26,42,O8,Le_Hourcq,Quercus,Ossau,800,103.17,270.1,166.93
O8Q10-42 B5,CG,2017,26,43,O8,Le_Hourcq,Quercus,Ossau,800,103.64,297.9,194.26
O8Q10-44 B5,CG,2017,26,45,O8,Le_Hourcq,Quercus,Ossau,800,106.02,279.1,173.08
O8Q10-46 B5,CG,2017,26,47,O8,Le_Hourcq,Quercus,Ossau,800,100.04,273.9,173.86
O8Q10-48 B5,CG,2017,26,49,O8,Le_Hourcq,Quercus,Ossau,800,102.72,267,164.28
O8Q10-50 B5,CG,2017,26,51,O8,Le_Hourcq,Quercus,Ossau,800,103.94,300.8,196.86
O8Q10-52 B5,CG,2017,26,53,O8,Le_Hourcq,Quercus,Ossau,800,99.56,270.1,170.54
O8Q10-53 B5,CG,2017,26,54,O8,Le_Hourcq,Quercus,Ossau,800,105.25,295.2,189.95
O8Q10-54 B5,CG,2017,26,55,O8,Le_Hourcq,Quercus,Ossau,800,96.48,291.2,194.72
O8Q10-63 B5,CG,2017,26,64,O8,Le_Hourcq,Quercus,Ossau,800,99.72,270.8,171.08
O8Q10-65 B5,CG,2017,26,66,O8,Le_Hourcq,Quercus,Ossau,800,99.66,284.8,185.14
O8Q10-67 B5,CG,2017,26,68,O8,Le_Hourcq,Quercus,Ossau,800,99.18,310.5,211.32
O8Q10-68 B5,CG,2017,26,69,O8,Le_Hourcq,Quercus,Ossau,800,100.95,303.5,202.55
O8Q10-71 B5,CG,2017,26,72,O8,Le_Hourcq,Quercus,Ossau,800,103.73,279.5,175.77
O8Q10-73 B5,CG,2017,26,74,O8,Le_Hourcq,Quercus,Ossau,800,103.41,295,191.59
O8Q7-8 B5,CG,2017,26,106,O8,Le_Hourcq,Quercus,Ossau,800,102.68,303.4,200.72
O8Q7-9 B5,CG,2017,26,107,O8,Le_Hourcq,Quercus,Ossau,800,106.68,305,198.32
O8Q7-13 B5,CG,2017,26,111,O8,Le_Hourcq,Quercus,Ossau,800,105.57,291.2,185.63
L8Q11-1 B3,CG,2017,27,6,L8,Papillon,Quercus,Luz,800,102.44,293.6,191.16
L8Q11-10 B3,CG,2017,27,7,L8,Papillon,Quercus,Luz,800,107.79,302.2,194.41
L8Q11-2 B3,CG,2017,27,8,L8,Papillon,Quercus,Luz,800,103.41,276.2,172.79
L8Q28-9 B5,CG,2017,28,103,L8,Papillon,Quercus,Luz,800,112.09,297.7,185.61
O8Q3-23 B5,CG,2017,28,118,O8,Le_Hourcq,Quercus,Ossau,800,102.4,276.5,174.1
O8Q3-24 B5,CG,2017,28,119,O8,Le_Hourcq,Quercus,Ossau,800,99.34,272.2,172.86
L8Q9-3 B4,CG,2017,29,7,L8,Papillon,Quercus,Luz,800,107.55,315.2,207.65
L8Q9-4 B4,CG,2017,29,8,L8,Papillon,Quercus,Luz,800,115.05,300.4,185.35
L8Q9-5 B4,CG,2017,29,9,L8,Papillon,Quercus,Luz,800,112.82,312.8,199.98
L8Q1-3 B5,CG,2017,29,14,L8,Papillon,Quercus,Luz,800,102.71,303.9,201.19
L8Q1-4 B5,CG,2017,29,15,L8,Papillon,Quercus,Luz,800,102.15,309.7,207.55
L8Q9-1 B5,CG,2017,29,95,L8,Papillon,Quercus,Luz,800,105.3,301.5,196.2
L8Q9-2 B5,CG,2017,29,96,L8,Papillon,Quercus,Luz,800,109.38,272.3,162.92
L8Q9-4 B5,CG,2017,29,98,L8,Papillon,Quercus,Luz,800,104.94,297.3,192.36
O12Q12-1 B2,CG,2017,1,13,O12,Gabas,Quercus,Ossau,1200,104.03,298.7,194.67
O12Q12-2 B2,CG,2017,1,15,O12,Gabas,Quercus,Ossau,1200,102.83,287.2,184.37
O12Q12-3 B2,CG,2017,1,16,O12,Gabas,Quercus,Ossau,1200,105.99,287.7,181.71
O12Q11-3 B3,CG,2017,1,37,O12,Gabas,Quercus,Ossau,1200,104.64,278.7,174.06
O12Q7-3 B4,CG,2017,2,4,O12,Gabas,Quercus,Ossau,1200,107.46,279.6,172.14
O12Q29-5 B2,CG,2017,2,6,O12,Gabas,Quercus,Ossau,1200,103.78,289.7,185.92
O12Q29-6 B2,CG,2017,2,7,O12,Gabas,Quercus,Ossau,1200,100.41,293.8,193.39
O12Q29-7 B2,CG,2017,2,8,O12,Gabas,Quercus,Ossau,1200,107.53,276.5,168.97
O12Q27-2 B2,CG,2017,2,9,O12,Gabas,Quercus,Ossau,1200,99.68,279.1,179.42
O12Q27-4 B2,CG,2017,2,11,O12,Gabas,Quercus,Ossau,1200,106.7,275.9,169.2
O12Q27-5 B2,CG,2017,2,12,O12,Gabas,Quercus,Ossau,1200,101.75,276.5,174.75
O12Q32-3 B2,CG,2017,2,34,O12,Gabas,Quercus,Ossau,1200,103.01,283.9,180.89
O12Q32-4 B2,CG,2017,2,35,O12,Gabas,Quercus,Ossau,1200,103.28,279.9,176.62
O12Q32-5 B2,CG,2017,2,36,O12,Gabas,Quercus,Ossau,1200,99.19,273.1,173.91
O12Q1-1 B2,CG,2017,2,82,O12,Gabas,Quercus,Ossau,1200,103.95,272.2,168.25
L12Q31-1 B2,CG,2017,2,96,L12,Gedre_bas,Quercus,Luz,1200,103.44,278.1,174.66
