Year,Site,Traitement,Elevation,Species,Provenance,LU,LC,CodeLU,CodeLC,ID,X,Y
2007,Laveyron,Shade,100,Fagus,400,96.33,309.06,1,,L1S1-L4Fa1,1,1
2007,Laveyron,Shade,100,Quercus,400,,318.90,-5,,L1S1-L4Qu1,1,2
2007,Laveyron,Shade,100,Fagus,800,104.69,308.07,1,,L1S1-L8Fa1,1,3
2007,Laveyron,Shade,100,Quercus,800,116.00,,1,0,L1S1-L8Qu1,1,4
2007,Laveyron,Shade,100,Fagus,1200,104.21,,1,,L1S1-L12Fa1,1,5
2007,Laveyron,Shade,100,Fagus,1200,,,,,L1S1-L12Fa1,1,5
2007,Laveyron,Shade,100,Quercus,1200,,273.79,-5,0,L1S1-L12Qu1,1,6
2007,Laveyron,Shade,100,Fagus,400,104.00,312.55,1,,L1S1-L4Fa2,1,7
2007,Laveyron,Shade,100,Quercus,400,120.00,320.53,3,,L1S1-L4Qu2,1,8
2007,Laveyron,Shade,100,Fagus,800,96.33,303.25,1,,L1S1-L8Fa2,1,9
2007,Laveyron,Shade,100,Quercus,800,120.00,,1,,L1S1-L8Qu2,1,10
2007,Laveyron,Shade,100,Fagus,1200,108.00,272.71,6,,L1S1-L12Fa2,1,11
2007,Laveyron,Shade,100,Quercus,1200,120.00,,1,0,L1S1-L12Qu2,1,12
2007,Laveyron,Shade,100,Fagus,400,104.00,301.60,1,,L1S1-L4Fa3,1,13
2007,Laveyron,Shade,100,Quercus,400,120.00,318.67,1,,L1S1-L4Qu3,1,14
2007,Laveyron,Shade,100,Fagus,800,108.00,309.00,1,,L1S1-L8Fa3,1,15
2007,Laveyron,Shade,100,Quercus,800,108.00,312.22,1,,L1S1-L8Qu3,1,16
2007,Laveyron,Shade,100,Fagus,1200,103.46,308.74,1,,L1S1-L12Fa3,1,17
2007,Laveyron,Shade,100,Quercus,1200,,291.89,-9,,L1S1-L12Qu3,1,18
2007,Laveyron,Shade,100,Fagus,400,103.00,309.29,1,,L1S1-L4Fa4,1,19
2007,Laveyron,Shade,100,Quercus,400,104.00,314.00,1,,L1S1-L4Qu4,1,20
2007,Laveyron,Shade,100,Fagus,800,108.00,301.47,1,,L1S1-L8Fa4,1,21
2007,Laveyron,Shade,100,Quercus,800,120.00,,1,,L1S1-L8Qu4,1,22
2007,Laveyron,Shade,100,Quercus,800,,,,,L1S1-L8Qu4,1,22
2007,Laveyron,Shade,100,Fagus,1200,108.00,313.20,1,,L1S1-L12Fa4,1,23
2007,Laveyron,Shade,100,Quercus,1200,,261.52,6,6,L1S1-L12Qu4,1,24
2007,Laveyron,Shade,100,Fagus,400,116.00,309.56,1,,L1S2-L4Fa1,2,1
2007,Laveyron,Shade,100,Quercus,400,104.00,284.00,1,,L1S2-L4Qu1,2,2
2007,Laveyron,Shade,100,Fagus,800,105.33,309.46,1,,L1S2-L8Fa1,2,3
2007,Laveyron,Shade,100,Quercus,800,100.00,321.00,1,,L1S2-L8Qu1,2,4
2007,Laveyron,Shade,100,Fagus,1200,103.00,310.00,1,,L1S2-L12Fa1,2,5
2007,Laveyron,Shade,100,Quercus,1200,104.00,309.56,1,,L1S2-L12Qu1,2,6
2007,Laveyron,Shade,100,Fagus,400,100.00,303.22,1,,L1S2-L4Fa2,2,7
2007,Laveyron,Shade,100,Quercus,400,104.00,318.67,1,,L1S2-L4Qu2,2,8
2007,Laveyron,Shade,100,Fagus,800,100.00,309.92,1,,L1S2-L8Fa2,2,9
2007,Laveyron,Shade,100,Quercus,800,104.00,,1,0,L1S2-L8Qu2,2,10
2007,Laveyron,Shade,100,Fagus,1200,96.33,306.00,1,,L1S2-L12Fa2,2,11
2007,Laveyron,Shade,100,Quercus,1200,100.00,301.33,1,,L1S2-L12Qu2,2,12
2007,Laveyron,Shade,100,Fagus,400,105.33,261.62,6,4,L1S2-L4Fa3,2,13
2007,Laveyron,Shade,100,Quercus,400,100.00,314.00,1,,L1S2-L4Qu3,2,14
2007,Laveyron,Shade,100,Fagus,800,104.00,322.91,1,,L1S2-L8Fa3,2,15
2007,Laveyron,Shade,100,Quercus,800,125.00,333.13,6,2,L1S2-L8Qu3,2,16
2007,Laveyron,Shade,100,Fagus,1200,104.00,291.68,1,,L1S2-L12Fa3,2,17
2007,Laveyron,Shade,100,Quercus,1200,100.00,310.44,1,,L1S2-L12Qu3,2,18
2007,Laveyron,Shade,100,Fagus,400,108.00,277.33,1,,L1S2-L4Fa4,2,19
2007,Laveyron,Shade,100,Quercus,400,104.00,310.59,1,,L1S2-L4Qu4,2,20
2007,Laveyron,Shade,100,Fagus,800,104.00,306.38,1,,L1S2-L8Fa4,2,21
2007,Laveyron,Shade,100,Quercus,800,114.00,,1,,L1S2-L8Qu4,2,22
2007,Laveyron,Shade,100,Quercus,800,,,,,L1S2-L8Qu4,2,22
2007,Laveyron,Shade,100,Fagus,1200,89.00,307.16,1,,L1S2-L12Fa4,2,23
2007,Laveyron,Shade,100,Quercus,1200,117.60,,1,0,L1S2-L12Qu4,2,24
2007,Laveyron,Shade,100,Fagus,400,105.33,309.76,1,,L1S3-L4Fa1,3,1
2007,Laveyron,Shade,100,Quercus,400,106.00,311.33,1,,L1S3-L4Qu1,3,2
2007,Laveyron,Shade,100,Fagus,800,105.33,309.79,1,,L1S3-L8Fa1,3,3
2007,Laveyron,Shade,100,Quercus,800,108.00,328.00,1,,L1S3-L8Qu1,3,4
2007,Laveyron,Shade,100,Fagus,1200,89.00,308.29,1,,L1S3-L12Fa1,3,5
2007,Laveyron,Shade,100,Quercus,1200,105.33,307.33,1,,L1S3-L12Qu1,3,6
2007,Laveyron,Shade,100,Fagus,400,105.33,309.56,1,,L1S3-L4Fa2,3,7
2007,Laveyron,Shade,100,Quercus,400,100.00,310.71,1,,L1S3-L4Qu2,3,8
2007,Laveyron,Shade,100,Fagus,800,96.33,319.76,1,,L1S3-L8Fa2,3,9
2007,Laveyron,Shade,100,Quercus,800,89.00,319.60,1,,L1S3-L8Qu2,3,10
2007,Laveyron,Shade,100,Fagus,1200,96.33,308.44,1,,L1S3-L12Fa2,3,11
2007,Laveyron,Shade,100,Quercus,1200,100.00,318.04,1,,L1S3-L12Qu2,3,12
2007,Laveyron,Shade,100,Fagus,400,105.33,309.00,1,,L1S3-L4Fa3,3,13
2007,Laveyron,Shade,100,Quercus,400,94.50,316.80,1,,L1S3-L4Qu3,3,14
2007,Laveyron,Shade,100,Fagus,800,108.00,308.67,1,,L1S3-L8Fa3,3,15
2007,Laveyron,Shade,100,Quercus,800,105.33,317.11,1,,L1S3-L8Qu3,3,16
2007,Laveyron,Shade,100,Fagus,1200,100.00,264.90,6,,L1S3-L12Fa3,3,17
2007,Laveyron,Shade,100,Quercus,1200,100.00,308.29,1,0,L1S3-L12Qu3,3,18
2007,Laveyron,Shade,100,Fagus,400,100.00,318.00,1,,L1S3-L4Fa4,3,19
2007,Laveyron,Shade,100,Quercus,400,114.00,304.22,1,,L1S3-L4Qu4,3,20
2007,Laveyron,Shade,100,Fagus,800,100.00,318.00,1,,L1S3-L8Fa4,3,21
2007,Laveyron,Shade,100,Quercus,800,114.00,,3,0,L1S3-L8Qu4,3,22
2007,Laveyron,Shade,100,Fagus,1200,99.00,309.56,1,,L1S3-L12Fa4,3,23
2007,Laveyron,Shade,100,Quercus,1200,100.00,308.29,1,,L1S3-L12Qu4,3,24
2007,Laveyron,Shade,100,Fagus,400,105.33,309.00,1,,L1S4-L4Fa1,4,1
2007,Laveyron,Shade,100,Quercus,400,114.00,318.67,1,,L1S4-L4Qu1,4,2
2007,Laveyron,Shade,100,Fagus,800,103.46,320.22,1,,L1S4-L8Fa1,4,3
2007,Laveyron,Shade,100,Quercus,800,108.00,,1,0,L1S4-L8Qu1,4,4
2007,Laveyron,Shade,100,Fagus,1200,100.00,307.28,1,,L1S4-L12Fa1,4,5
2007,Laveyron,Shade,100,Quercus,1200,,,1,0,L1S4-L12Qu1,4,6
2007,Laveyron,Shade,100,Fagus,400,105.33,,1,,L1S4-L4Fa2,4,7
2007,Laveyron,Shade,100,Fagus,400,,,,,L1S4-L4Fa2,4,7
2007,Laveyron,Shade,100,Quercus,400,108.00,314.00,1,,L1S4-L4Qu2,4,8
2007,Laveyron,Shade,100,Fagus,800,89.00,262.00,6,0,L1S4-L8Fa2,4,9
2007,Laveyron,Shade,100,Quercus,800,108.00,317.89,1,,L1S4-L8Qu2,4,10
2007,Laveyron,Shade,100,Fagus,1200,96.33,,1,,L1S4-L12Fa2,4,11
2007,Laveyron,Shade,100,Quercus,1200,,310.57,-9,,L1S4-L12Qu2,4,12
2007,Laveyron,Shade,100,Fagus,400,104.00,307.16,1,,L1S4-L4Fa3,4,13
2007,Laveyron,Shade,100,Quercus,400,96.33,303.31,1,,L1S4-L4Qu3,4,14
2007,Laveyron,Shade,100,Fagus,800,117.00,318.67,1,,L1S4-L8Fa3,4,15
2007,Laveyron,Shade,100,Quercus,800,114.00,332.71,1,,L1S4-L8Qu3,4,16
2007,Laveyron,Shade,100,Fagus,1200,103.00,309.43,1,,L1S4-L12Fa3,4,17
2007,Laveyron,Shade,100,Quercus,1200,108.00,,1,,L1S4-L12Qu3,4,18
2007,Laveyron,Shade,100,Quercus,1200,,,,,L1S4-L12Qu3,4,18
2007,Laveyron,Shade,100,Fagus,400,104.00,308.59,3,,L1S4-L4Fa4,4,19
2007,Laveyron,Shade,100,Quercus,400,,286.18,-5,,L1S4-L4Qu4,4,20
2007,Laveyron,Shade,100,Fagus,800,103.00,314.00,1,,L1S4-L8Fa4,4,21
2007,Laveyron,Shade,100,Quercus,800,108.00,,1,,L1S4-L8Qu4,4,22
2007,Laveyron,Shade,100,Quercus,800,,,,,L1S4-L8Qu4,4,22
2007,Laveyron,Shade,100,Fagus,1200,96.33,303.08,1,,L1S4-L12Fa4,4,23
2007,Laveyron,Shade,100,Quercus,1200,100.00,309.29,1,,L1S4-L12Qu4,4,24
2007,Laveyron,Gap,100,Fagus,400,,280.00,-5,,L1S5-L4Fa1,5,1
2007,Laveyron,Gap,100,Quercus,400,104.69,271.33,1,,L1S5-L4Qu1,5,2
2007,Laveyron,Gap,100,Fagus,800,,,-5,,L1S5-L8Fa1,5,3
2007,Laveyron,Gap,100,Fagus,800,,,,,L1S5-L8Fa1,5,3
2007,Laveyron,Gap,100,Quercus,800,100.00,277.71,3,,L1S5-L8Qu1,5,4
2007,Laveyron,Gap,100,Fagus,1200,94.50,,1,0,L1S5-L12Fa1,5,5
2007,Laveyron,Gap,100,Quercus,1200,100.00,260.33,1,4,L1S5-L12Qu1,5,6
2007,Laveyron,Gap,100,Fagus,400,103.00,260.62,1,4,L1S5-L4Fa2,5,7
2007,Laveyron,Gap,100,Quercus,400,117.60,278.00,1,,L1S5-L4Qu2,5,8
2007,Laveyron,Gap,100,Fagus,800,116.00,,1,,L1S5-L8Fa2,5,9
2007,Laveyron,Gap,100,Fagus,800,,,,,L1S5-L8Fa2,5,9
2007,Laveyron,Gap,100,Quercus,800,114.00,287.64,1,,L1S5-L8Qu2,5,10
2007,Laveyron,Gap,100,Fagus,1200,,260.06,-5,4,L1S5-L12Fa2,5,11
2007,Laveyron,Gap,100,Quercus,1200,114.00,302.50,1,,L1S5-L12Qu2,5,12
2007,Laveyron,Gap,100,Fagus,400,,269.91,-5,,L1S5-L4Fa3,5,13
2007,Laveyron,Gap,100,Quercus,400,114.00,257.95,1,4,L1S5-L4Qu3,5,14
2007,Laveyron,Gap,100,Fagus,800,,284.63,-5,,L1S5-L8Fa3,5,15
2007,Laveyron,Gap,100,Quercus,800,117.00,262.00,1,0,L1S5-L8Qu3,5,16
2007,Laveyron,Gap,100,Fagus,1200,,260.70,-5,4,L1S5-L12Fa3,5,17
2007,Laveyron,Gap,100,Quercus,1200,114.00,292.39,3,,L1S5-L12Qu3,5,18
2007,Laveyron,Gap,100,Fagus,400,100.00,299.00,1,,L1S5-L4Fa4,5,19
2007,Laveyron,Gap,100,Quercus,400,96.30,303.20,1,,L1S5-L4Qu4,5,20
2007,Laveyron,Gap,100,Fagus,800,108.00,279.60,1,,L1S5-L8Fa4,5,21
2007,Laveyron,Gap,100,Quercus,800,100.00,279.96,1,,L1S5-L8Qu4,5,22
2007,Laveyron,Gap,100,Fagus,1200,,300.73,-5,,L1S5-L12Fa4,5,23
2007,Laveyron,Gap,100,Quercus,1200,108.00,290.00,1,,L1S5-L12Qu4,5,24
2007,Laveyron,Gap,100,Fagus,400,,290.08,-5,,L1S6-L4Fa1,6,1
2007,Laveyron,Gap,100,Quercus,400,114.00,299.00,3,,L1S6-L4Qu1,6,2
2007,Laveyron,Gap,100,Fagus,800,,259.14,-5,4,L1S6-L8Fa1,6,3
2007,Laveyron,Gap,100,Quercus,800,,307.45,-5,,L1S6-L8Qu1,6,4
2007,Laveyron,Gap,100,Fagus,1200,,300.62,-5,,L1S6-L12Fa1,6,5
2007,Laveyron,Gap,100,Quercus,1200,,271.58,-5,,L1S6-L12Qu1,6,6
2007,Laveyron,Gap,100,Fagus,400,,276.67,-5,,L1S6-L4Fa2,6,7
2007,Laveyron,Gap,100,Quercus,400,100.00,306.00,1,,L1S6-L4Qu2,6,8
2007,Laveyron,Gap,100,Fagus,800,,299.00,-5,,L1S6-L8Fa2,6,9
2007,Laveyron,Gap,100,Quercus,800,114.00,300.11,1,,L1S6-L8Qu2,6,10
2007,Laveyron,Gap,100,Fagus,1200,,289.76,-5,,L1S6-L12Fa2,6,11
2007,Laveyron,Gap,100,Quercus,1200,120.00,309.50,1,,L1S6-L12Qu2,6,12
2007,Laveyron,Gap,100,Fagus,400,,275.34,-5,,L1S6-L4Fa3,6,13
2007,Laveyron,Gap,100,Quercus,400,114.00,302.26,1,,L1S6-L4Qu3,6,14
2007,Laveyron,Gap,100,Fagus,800,,274.83,-5,,L1S6-L8Fa3,6,15
2007,Laveyron,Gap,100,Quercus,800,116.00,314.00,1,,L1S6-L8Qu3,6,16
2007,Laveyron,Gap,100,Fagus,1200,,306.00,-5,,L1S6-L12Fa3,6,17
2007,Laveyron,Gap,100,Quercus,1200,114.00,328.00,1,6,L1S6-L12Qu3,6,18
2007,Laveyron,Gap,100,Fagus,400,,291.50,-5,,L1S6-L4Fa4,6,19
2007,Laveyron,Gap,100,Quercus,400,114.00,,1,0,L1S6-L4Qu4,6,20
2007,Laveyron,Gap,100,Fagus,800,,299.47,-5,,L1S6-L8Fa4,6,21
2007,Laveyron,Gap,100,Quercus,800,,306.00,-5,,L1S6-L8Qu4,6,22
2007,Laveyron,Gap,100,Fagus,1200,,285.86,-5,,L1S6-L12Fa4,6,23
2007,Laveyron,Gap,100,Quercus,1200,105.33,260.33,1,4,L1S6-L12Qu4,6,24
2007,Laveyron,Gap,100,Fagus,400,106.00,260.33,1,4,L1S7-L4Fa1,7,1
2007,Laveyron,Gap,100,Quercus,400,108.00,318.00,1,,L1S7-L4Qu1,7,2
2007,Laveyron,Gap,100,Fagus,800,,,0,,L1S7-L8Fa1,7,3
2007,Laveyron,Gap,100,Quercus,800,108.00,284.00,1,,L1S7-L8Qu1,7,4
2007,Laveyron,Gap,100,Fagus,1200,103.46,257.56,1,4,L1S7-L12Fa1,7,5
2007,Laveyron,Gap,100,Quercus,1200,114.00,,1,0,L1S7-L12Qu1,7,6
2007,Laveyron,Gap,100,Fagus,400,96.33,261.17,1,4,L1S7-L4Fa2,7,7
2007,Laveyron,Gap,100,Quercus,400,104.00,320.22,1,,L1S7-L4Qu2,7,8
2007,Laveyron,Gap,100,Fagus,800,100.00,299.00,1,,L1S7-L8Fa2,7,9
2007,Laveyron,Gap,100,Quercus,800,108.00,328.00,1,6,L1S7-L8Qu2,7,10
2007,Laveyron,Gap,100,Fagus,1200,96.33,257.05,1,3,L1S7-L12Fa2,7,11
2007,Laveyron,Gap,100,Quercus,1200,114.00,,1,,L1S7-L12Qu2,7,12
2007,Laveyron,Gap,100,Quercus,1200,,,,,L1S7-L12Qu2,7,12
2007,Laveyron,Gap,100,Fagus,400,104.00,295.22,1,,L1S7-L4Fa3,7,13
2007,Laveyron,Gap,100,Quercus,400,103.75,262.00,1,4,L1S7-L4Qu3,7,14
2007,Laveyron,Gap,100,Fagus,800,,309.46,-5,,L1S7-L8Fa3,7,15
2007,Laveyron,Gap,100,Quercus,800,108.00,,1,0,L1S7-L8Qu3,7,16
2007,Laveyron,Gap,100,Fagus,1200,103.50,257.56,1,4,L1S7-L12Fa3,7,17
2007,Laveyron,Gap,100,Quercus,1200,108.00,,1,,L1S7-L12Qu3,7,18
2007,Laveyron,Gap,100,Quercus,1200,,,,,L1S7-L12Qu3,7,18
2007,Laveyron,Gap,100,Fagus,400,106.00,260.33,1,4,L1S7-L4Fa4,7,19
2007,Laveyron,Gap,100,Quercus,400,100.00,314.00,1,,L1S7-L4Qu4,7,20
2007,Laveyron,Gap,100,Fagus,800,105.33,,1,,L1S7-L8Fa4,7,21
2007,Laveyron,Gap,100,Fagus,800,,,,,L1S7-L8Fa4,7,21
2007,Laveyron,Gap,100,Quercus,800,105.33,,1,0,L1S7-L8Qu4,7,22
2007,Laveyron,Gap,100,Fagus,1200,103.00,292.14,1,,L1S7-L12Fa4,7,23
2007,Laveyron,Gap,100,Quercus,1200,100.00,,1,,L1S7-L12Qu4,7,24
2007,Laveyron,Gap,100,Quercus,1200,,,,,L1S7-L12Qu4,7,24
2007,Laveyron,Gap,100,Fagus,400,104.00,314.00,6,,L1S8-L4Fa1,8,1
2007,Laveyron,Gap,100,Quercus,400,100.00,314.00,1,0,L1S8-L4Qu1,8,2
2007,Laveyron,Gap,100,Fagus,800,106.00,257.56,1,4,L1S8-L8Fa1,8,3
2007,Laveyron,Gap,100,Quercus,800,100.00,324.16,1,,L1S8-L8Qu1,8,4
2007,Laveyron,Gap,100,Fagus,1200,100.00,257.88,1,4,L1S8-L12Fa1,8,5
2007,Laveyron,Gap,100,Quercus,1200,100.00,258.58,1,4,L1S8-L12Qu1,8,6
2007,Laveyron,Gap,100,Fagus,400,100.00,266.21,1,,L1S8-L4Fa2,8,7
2007,Laveyron,Gap,100,Quercus,400,100.00,318.67,1,,L1S8-L4Qu2,8,8
2007,Laveyron,Gap,100,Fagus,800,103.46,314.67,6,,L1S8-L8Fa2,8,9
2007,Laveyron,Gap,100,Quercus,800,105.33,,1,,L1S8-L8Qu2,8,10
2007,Laveyron,Gap,100,Quercus,800,,,,,L1S8-L8Qu2,8,10
2007,Laveyron,Gap,100,Fagus,1200,103.00,261.62,1,4,L1S8-L12Fa2,8,11
2007,Laveyron,Gap,100,Quercus,1200,120.00,328.00,1,6,L1S8-L12Qu2,8,12
2007,Laveyron,Gap,100,Fagus,400,105.33,261.80,1,4,L1S8-L4Fa3,8,13
2007,Laveyron,Gap,100,Quercus,400,104.00,312.86,1,,L1S8-L4Qu3,8,14
2007,Laveyron,Gap,100,Fagus,800,104.00,302.50,1,,L1S8-L8Fa3,8,15
2007,Laveyron,Gap,100,Quercus,800,100.00,,1,,L1S8-L8Qu3,8,16
2007,Laveyron,Gap,100,Quercus,800,,,,,L1S8-L8Qu3,8,16
2007,Laveyron,Gap,100,Fagus,1200,108.00,257.56,1,0,L1S8-L12Fa3,8,17
2007,Laveyron,Gap,100,Quercus,1200,108.00,314.00,1,,L1S8-L12Qu3,8,18
2007,Laveyron,Gap,100,Fagus,400,103.00,259.14,3,4,L1S8-L4Fa4,8,19
2007,Laveyron,Gap,100,Quercus,400,104.00,323.33,1,,L1S8-L4Qu4,8,20
2007,Laveyron,Gap,100,Fagus,800,100.00,258.35,1,4,L1S8-L8Fa4,8,21
2007,Laveyron,Gap,100,Quercus,800,,,-9,,L1S8-L8Qu4,8,22
2007,Laveyron,Gap,100,Quercus,800,,,,,L1S8-L8Qu4,8,22
2007,Laveyron,Gap,100,Fagus,1200,96.33,259.81,1,4,L1S8-L12Fa4,8,23
2007,Laveyron,Gap,100,Quercus,1200,108.00,291.50,1,,L1S8-L12Qu4,8,24
2007,Lourdes,Shade,400,Fagus,400,,,-9,,L4S1-L4Fa1,1,1
2007,Lourdes,Shade,400,Fagus,400,,,,,L4S1-L4Fa1,1,1
2007,Lourdes,Shade,400,Quercus,400,120.00,,3,,L4S1-L4Qu1,1,2
2007,Lourdes,Shade,400,Quercus,400,,,,,L4S1-L4Qu1,1,2
2007,Lourdes,Shade,400,Fagus,800,105.33,308.11,1,,L4S1-L8Fa1,1,3
2007,Lourdes,Shade,400,Quercus,800,,,1,,L4S1-L8Qu1,1,4
2007,Lourdes,Shade,400,Quercus,800,,,,,L4S1-L8Qu1,1,4
2007,Lourdes,Shade,400,Fagus,1200,105.33,301.66,1,,L4S1-L12Fa1,1,5
2007,Lourdes,Shade,400,Quercus,1200,114.00,312.00,1,0,L4S1-L12Qu1,1,6
2007,Lourdes,Shade,400,Fagus,400,,,-9,,L4S1-L4Fa2,1,7
2007,Lourdes,Shade,400,Fagus,400,,,,,L4S1-L4Fa2,1,7
2007,Lourdes,Shade,400,Quercus,400,125.00,320.57,3,0,L4S1-L4Qu2,1,8
2007,Lourdes,Shade,400,Fagus,800,,,-9,,L4S1-L8Fa2,1,9
2007,Lourdes,Shade,400,Fagus,800,,,,,L4S1-L8Fa2,1,9
2007,Lourdes,Shade,400,Quercus,800,,,-9,,L4S1-L8Qu2,1,10
2007,Lourdes,Shade,400,Quercus,800,,,,,L4S1-L8Qu2,1,10
2007,Lourdes,Shade,400,Fagus,1200,,,-9,,L4S1-L12Fa2,1,11
2007,Lourdes,Shade,400,Fagus,1200,,,,,L4S1-L12Fa2,1,11
2007,Lourdes,Shade,400,Quercus,1200,,,-9,,L4S1-L12Qu2,1,12
2007,Lourdes,Shade,400,Quercus,1200,,,,,L4S1-L12Qu2,1,12
2007,Lourdes,Shade,400,Fagus,400,117.00,314.18,1,,L4S1-L4Fa3,1,13
2007,Lourdes,Shade,400,Quercus,400,141.00,274.44,6,0,L4S1-L4Qu3,1,14
2007,Lourdes,Shade,400,Fagus,800,100.00,306.62,1,,L4S1-L8Fa3,1,15
2007,Lourdes,Shade,400,Quercus,800,,,-9,,L4S1-L8Qu3,1,16
2007,Lourdes,Shade,400,Quercus,800,,,,,L4S1-L8Qu3,1,16
2007,Lourdes,Shade,400,Fagus,1200,105.33,308.11,1,,L4S1-L12Fa3,1,17
2007,Lourdes,Shade,400,Quercus,1200,117.60,309.00,1,0,L4S1-L12Qu3,1,18
2007,Lourdes,Shade,400,Fagus,400,105.33,304.00,1,,L4S1-L4Fa4,1,19
2007,Lourdes,Shade,400,Quercus,400,,324.00,-9,0,L4S1-L4Qu4,1,20
2007,Lourdes,Shade,400,Fagus,800,105.33,307.84,1,,L4S1-L8Fa4,1,21
2007,Lourdes,Shade,400,Quercus,800,,,-9,,L4S1-L8Qu4,1,22
2007,Lourdes,Shade,400,Quercus,800,,,,,L4S1-L8Qu4,1,22
2007,Lourdes,Shade,400,Fagus,1200,104.00,308.49,1,,L4S1-L12Fa4,1,23
2007,Lourdes,Shade,400,Quercus,1200,,,-9,,L4S1-L12Qu4,1,24
2007,Lourdes,Shade,400,Quercus,1200,,,,,L4S1-L12Qu4,1,24
2007,Lourdes,Shade,400,Fagus,400,114.00,318.67,1,,L4S2-L4Fa1,2,1
2007,Lourdes,Shade,400,Quercus,400,108.00,320.57,1,,L4S2-L4Qu1,2,2
2007,Lourdes,Shade,400,Fagus,800,105.71,310.34,1,,L4S2-L8Fa1,2,3
2007,Lourdes,Shade,400,Quercus,800,120.00,,1,,L4S2-L8Qu1,2,4
2007,Lourdes,Shade,400,Quercus,800,,,,,L4S2-L8Qu1,2,4
2007,Lourdes,Shade,400,Fagus,1200,104.00,301.18,1,,L4S2-L12Fa1,2,5
2007,Lourdes,Shade,400,Quercus,1200,120.00,,3,,L4S2-L12Qu1,2,6
2007,Lourdes,Shade,400,Quercus,1200,,,,,L4S2-L12Qu1,2,6
2007,Lourdes,Shade,400,Fagus,400,,,-9,,L4S2-L4Fa2,2,7
2007,Lourdes,Shade,400,Fagus,400,,,,,L4S2-L4Fa2,2,7
2007,Lourdes,Shade,400,Quercus,400,114.00,301.71,1,,L4S2-L4Qu2,2,8
2007,Lourdes,Shade,400,Fagus,800,105.33,316.29,1,,L4S2-L8Fa2,2,9
2007,Lourdes,Shade,400,Quercus,800,120.00,,1,,L4S2-L8Qu2,2,10
2007,Lourdes,Shade,400,Quercus,800,,,,,L4S2-L8Qu2,2,10
2007,Lourdes,Shade,400,Fagus,1200,105.33,308.11,1,,L4S2-L12Fa2,2,11
2007,Lourdes,Shade,400,Quercus,1200,120.00,,1,,L4S2-L12Qu2,2,12
2007,Lourdes,Shade,400,Quercus,1200,,,,,L4S2-L12Qu2,2,12
2007,Lourdes,Shade,400,Fagus,400,125.00,286.40,1,,L4S2-L4Fa3,2,13
2007,Lourdes,Shade,400,Quercus,400,114.00,331.50,1,,L4S2-L4Qu3,2,14
2007,Lourdes,Shade,400,Fagus,800,105.71,307.16,1,,L4S2-L8Fa3,2,15
2007,Lourdes,Shade,400,Quercus,800,,,0,,L4S2-L8Qu3,2,16
2007,Lourdes,Shade,400,Quercus,800,,,,,L4S2-L8Qu3,2,16
2007,Lourdes,Shade,400,Fagus,1200,94.50,306.17,1,,L4S2-L12Fa3,2,17
2007,Lourdes,Shade,400,Quercus,1200,,,-9,,L4S2-L12Qu3,2,18
2007,Lourdes,Shade,400,Quercus,1200,,,,,L4S2-L12Qu3,2,18
2007,Lourdes,Shade,400,Fagus,400,104.00,303.44,1,,L4S2-L4Fa4,2,19
2007,Lourdes,Shade,400,Quercus,400,,,-9,,L4S2-L4Qu4,2,20
2007,Lourdes,Shade,400,Quercus,400,,,,,L4S2-L4Qu4,2,20
2007,Lourdes,Shade,400,Fagus,800,105.33,308.11,1,,L4S2-L8Fa4,2,21
2007,Lourdes,Shade,400,Quercus,800,141.00,319.58,6,,L4S2-L8Qu4,2,22
2007,Lourdes,Shade,400,Fagus,1200,104.00,307.39,1,,L4S2-L12Fa4,2,23
2007,Lourdes,Shade,400,Quercus,1200,130.00,,1,,L4S2-L12Qu4,2,24
2007,Lourdes,Shade,400,Fagus,400,114.00,311.23,1,,L4S3-L4Fa1,3,1
2007,Lourdes,Shade,400,Quercus,400,,,-9,,L4S3-L4Qu1,3,2
2007,Lourdes,Shade,400,Quercus,400,,,,,L4S3-L4Qu1,3,2
2007,Lourdes,Shade,400,Fagus,800,108.00,319.61,1,,L4S3-L8Fa1,3,3
2007,Lourdes,Shade,400,Quercus,800,120.00,269.00,1,0,L4S3-L8Qu1,3,4
2007,Lourdes,Shade,400,Fagus,1200,106.00,308.11,1,,L4S3-L12Fa1,3,5
2007,Lourdes,Shade,400,Quercus,1200,120.00,,1,,L4S3-L12Qu1,3,6
2007,Lourdes,Shade,400,Quercus,1200,,,,,L4S3-L12Qu1,3,6
2007,Lourdes,Shade,400,Fagus,400,,,-9,0,L4S3-L4Fa2,3,7
2007,Lourdes,Shade,400,Quercus,400,,276.00,0,0,L4S3-L4Qu2,3,8
2007,Lourdes,Shade,400,Fagus,800,108.00,296.44,1,,L4S3-L8Fa2,3,9
2007,Lourdes,Shade,400,Quercus,800,120.00,,1,,L4S3-L8Qu2,3,10
2007,Lourdes,Shade,400,Quercus,800,,,,,L4S3-L8Qu2,3,10
2007,Lourdes,Shade,400,Fagus,1200,114.00,300.96,1,,L4S3-L12Fa2,3,11
2007,Lourdes,Shade,400,Quercus,1200,114.00,310.60,1,0,L4S3-L12Qu2,3,12
2007,Lourdes,Shade,400,Fagus,400,,,0,,L4S3-L4Fa3,3,13
2007,Lourdes,Shade,400,Fagus,400,,,,,L4S3-L4Fa3,3,13
2007,Lourdes,Shade,400,Quercus,400,114.00,299.40,1,,L4S3-L4Qu3,3,14
